,measure_number,beat_number,pid1263-28,pid610003b-04,pid9048b-04,pid9049-29,pid9050-29,pid9054-29,pid9055-28,pid9058-29,pid9059b-04,pid9060-29,pid9061-29,pid9062b-03,pid9063b-04,pid9066-29,pid9070b-12,pid9072b-04,pid9073b-04,pid9074f-29,pid9093b-03,pid9094-28,pid9097-19,pid9098-08,pid9099b-04,pid9101b-11,pid9104-29,pid9118b-04,pid9130-03,pid9138-29,pid9139-28,pid9153-28,pid9170-28,pid9174-29,pid9192-29
205,70,0,85.841633,87.733878,103.89582,90.861633,87.60163299999999,87.361633,101.44163,87.561633,101.56163000000001,93.32163299999999,97.33581600000001,85.10163299999999,103.58163,102.43581999999999,76.081633,101.42163000000001,87.54163299999999,87.281633,80.61581600000001,82.875816,75.19581600000001,103.19582,101.04163,88.235816,80.575816,80.135816,126.84163000000001,83.061633,92.275816,81.61581600000001,102.42163000000001,82.381633,94.081633
206,70,1,86.448844,88.16884399999999,104.40653,91.546531,88.126531,88.046531,102.08653000000001,88.178265,102.10913000000001,93.768265,97.906531,85.72653100000001,104.30653000000001,103.02653000000001,76.666531,102.08653000000001,88.08653100000001,87.92653100000001,81.111503,83.50653100000001,75.606531,103.72653000000001,101.76653,88.86653100000001,81.20653100000001,80.489769,127.54653,83.666531,92.849133,82.186531,102.95827,83.126531,94.698265
207,70,2,86.86,88.47,105.05,92.1,88.43,88.52,102.63,88.65,102.58,94.47,98.39,86.08,104.79,103.36,77.06,102.52,88.36,88.4,81.4,83.86,75.94,104.2,102.25,89.3,81.5,80.8,128.11,84.06,93.29,82.66,103.42,83.52,95.09
208,71,0,87.28052199999999,88.915261,105.73526000000001,92.555261,88.795261,88.975261,103.09526,89.195261,103.05526,94.935261,98.915261,86.515261,105.25526,103.71526,77.515261,102.99526,88.735261,88.81526099999999,81.795261,84.335261,76.31526099999999,104.73526,102.81526,89.715261,81.995261,81.275261,128.61526,84.455261,93.735261,83.235261,103.81526,83.955261,95.635261
209,71,1,87.66285699999999,89.262857,106.06286000000001,93.00285699999999,89.22285699999999,89.382857,103.54286,89.462857,103.54286,95.262857,99.242857,86.80285699999999,105.70286000000002,104.14286,77.902857,103.40286,89.14285699999999,89.14285699999999,82.042857,84.94285699999999,76.60321400000001,105.06286000000001,103.46285999999999,90.122857,82.382857,81.52160699999999,129.10286000000002,84.962857,94.14285699999999,83.562857,104.32285999999999,84.342857,95.982857
210,71,2,88.033878,89.613878,106.65388,93.57387800000001,89.57387800000001,89.793878,103.95388,89.813878,103.97388000000001,95.933878,99.773878,87.111293,106.11388000000001,104.77388,78.293878,103.87388,89.49387800000001,89.49387800000001,82.453878,85.293878,76.933878,105.71388,103.97388000000001,90.49387800000001,82.753878,81.85387800000001,129.59388,85.273878,94.533878,83.953878,104.87388,84.85387800000001,96.35387800000001
211,72,0,88.625714,90.02571400000001,107.18571000000001,94.02571400000001,89.965714,90.285714,104.38571,90.245714,104.48571,96.365714,100.28143,87.445714,106.62571000000001,105.18571000000001,78.645714,104.28571,89.905714,89.88571400000001,83.02571400000001,85.705714,77.285714,106.22571,104.40571,90.88571400000001,83.185714,82.217857,130.14571,85.685714,95.05285699999999,84.565714,105.36571,85.485714,96.745714
212,72,1,89.036735,90.376735,107.59674,94.416735,90.336735,90.716735,104.83674,90.61673499999999,104.98347,96.716735,100.69674,87.75673499999999,107.03673,105.73674,78.97673499999999,104.71674,90.25673499999999,90.236735,83.356735,86.056735,77.596735,106.81673,105.01673999999998,91.276735,83.536735,82.572245,130.63673,86.016735,95.416735,84.89673499999999,105.97673999999999,85.916735,97.11673499999999
213,72,2,89.435918,90.695918,108.03591999999999,94.89591800000001,90.655918,91.155918,105.27592,91.015918,105.47592,97.11591800000001,101.13592,88.135918,107.47592,106.17591999999999,79.295918,105.07592,90.59591800000001,90.59591800000001,83.715918,86.375918,77.935918,107.19592,105.41592,91.67591800000001,83.97591800000001,82.835918,131.10183999999998,86.44183699999999,95.81591800000001,85.31591800000001,106.47592,86.295918,97.47591800000001
214,73,0,89.875102,91.11510200000001,108.4351,95.375102,91.075102,91.575102,105.7751,91.495102,106.0751,97.715102,101.5351,88.655102,108.1351,106.7551,79.695102,105.5951,90.975102,90.955102,84.215102,86.735102,78.295102,107.5951,105.9551,92.175102,84.655102,83.25510200000001,131.5951,86.835102,96.355102,85.675102,107.1351,86.775102,97.935102
215,73,1,90.233469,91.453469,108.83346999999999,95.733469,91.393469,91.973469,106.15347,91.813469,106.59347,98.193469,101.93347,89.013469,108.53347,107.37347,80.091735,106.09347,91.313469,91.27346899999999,84.593469,87.051735,78.57346899999999,107.99347,106.43347,92.673469,84.973469,83.57346899999999,132.03347,87.21346899999999,96.673469,85.99346899999999,107.67347,87.113469,98.313469
216,73,2,90.617959,91.79795899999999,109.37796000000002,96.197959,91.757959,92.457959,106.63796,92.257959,107.21796,98.613878,102.37796,89.509796,109.02592,108.17796000000001,80.43795899999999,106.75796000000001,91.685918,91.697959,84.957959,87.397959,78.917959,108.71796,106.82592,93.117959,85.417959,84.01795899999999,132.49796,87.65795899999999,97.177959,86.477959,108.17796000000001,87.637959,98.997959
217,74,0,91.031111,92.211111,109.95111000000001,96.651111,92.19111099999999,92.911111,107.07111,92.651111,107.63111,99.151111,102.99110999999999,90.031111,109.59111000000001,108.69111000000001,80.791111,107.45111000000001,92.091111,92.071111,85.451111,87.751111,79.231111,109.29111,107.35111,93.511111,85.771111,84.411111,133.03111,88.04055600000001,97.591111,86.931111,108.69111000000001,88.071111,99.871111
218,74,1,91.60898,92.58898,110.42898000000001,97.12898,92.54898,93.42898000000001,107.56898000000001,93.02898,108.14898000000001,99.60898,103.52898,90.54898,110.12898,109.38898,81.18898,108.02898,92.46898,92.44898,85.96898,88.08898,79.58898,109.82898,107.84898000000001,93.90898,86.28898000000001,84.75949,133.70898,88.40898,98.06898000000001,87.32898,109.22898,88.82898,100.44898
219,74,2,92.000816,92.871633,110.92081999999999,97.520816,92.800816,93.860816,107.99163,93.420816,108.61163,100.16082,104.03163,90.940816,110.54082,109.70082,81.500816,108.43163,92.74081600000001,92.840816,86.32081600000001,88.46244899999999,79.940816,110.25327,108.26245,94.300816,86.640816,85.080816,134.25163,88.780816,98.46081600000001,87.720816,109.62082,89.171633,100.86245
220,75,0,92.43861700000001,93.19430799999999,111.61431,97.85430799999999,93.154308,94.312154,108.61431,93.754308,109.03431,100.61431,104.47431,91.374308,110.93431000000001,110.05431000000002,81.834308,108.85431000000001,93.05430799999999,93.234308,86.714308,88.894308,80.234308,110.66215,108.69431000000002,94.69430799999999,87.034308,85.474308,134.73431000000002,89.13430799999999,98.91430799999999,88.254308,110.01431000000001,89.574308,101.41431
221,75,1,92.920816,93.60081600000001,112.02082,98.260816,93.560816,94.660816,109.20082,94.120272,109.60082,101.12082,104.88082,91.720816,111.36081999999999,110.46082,82.19462,109.28081999999999,93.440816,93.640816,87.006939,89.32081600000001,80.640816,111.04082,109.22081999999999,95.120816,87.465136,85.764535,135.28082,89.60081600000001,99.420816,88.561082,110.52082,89.980816,101.82082
222,75,2,93.289796,94.009796,112.5298,98.709796,93.969796,95.149796,109.6098,94.429796,109.9698,101.68918000000001,105.3298,92.049949,111.84938999999999,110.8898,82.469796,109.6898,93.849796,94.08979599999999,87.489796,89.869796,80.88979599999999,111.4698,109.76878,95.469796,87.74979599999999,86.109796,135.8298,89.869796,99.769796,88.929796,111.04918,90.309898,102.2498
223,76,0,93.826939,94.466939,113.02694,99.106939,94.40693900000001,95.646939,110.38694,94.886939,110.42693999999999,102.08424000000001,105.78693999999999,92.44898,112.44693999999998,111.34693999999999,82.786939,110.12693999999999,94.306939,94.546939,88.106939,90.40693900000001,81.146939,111.80956,110.42693999999999,95.866939,88.11846899999999,86.566939,136.64388,90.346939,100.36694,89.366939,111.54693999999999,90.706939,102.72694
224,76,1,94.302347,94.894694,113.45468999999999,99.694694,94.854694,96.09469399999999,110.89469,95.354694,110.95468999999999,102.53469,106.35468999999999,92.914694,112.87468999999999,112.41469,83.194694,110.61469,94.73469399999999,95.134694,88.774694,91.01469399999999,81.53469399999999,112.23468999999999,111.09468999999999,96.26234699999999,88.53469399999999,86.974694,137.35468999999998,90.634694,100.85469,89.73469399999999,112.21468999999999,91.114694,103.09469
225,76,2,94.56898000000001,95.30898,113.92898000000001,100.08898,95.26898,96.50898000000001,111.34898000000001,95.86898000000001,111.40898,102.94898,106.78898000000001,93.32898,113.34898000000001,112.86898000000001,83.56898000000001,111.08898,95.14898000000001,95.64898000000001,89.22898,91.34898000000001,81.88898,112.62898,111.52898,96.66898,89.04898,87.32898,137.92898,91.14898000000001,101.30898,90.10898,112.74898,91.50898000000001,103.54898
226,77,0,94.96081600000001,95.700816,114.36081999999999,100.48082,95.660816,96.920816,111.90082,96.46081600000001,111.92081999999999,103.36081999999999,107.28081999999999,93.860816,114.00081999999999,113.58081999999999,84.080816,111.64081999999999,95.540816,96.040816,89.760816,91.74081600000001,82.024535,113.32082,112.22081999999999,97.080816,89.500816,87.74081600000001,138.70082,91.700816,101.96082,90.500816,113.30082,91.88081600000001,103.90082
227,77,1,95.423673,96.263673,115.04366999999999,101.16367,96.203673,97.563673,112.69735,97.223673,112.60367,104.20366999999999,107.90366999999999,94.483673,114.88367,115.09735,84.723673,112.54366999999999,96.083673,96.783673,90.55102,92.543673,82.703673,114.44367,113.00367,97.86367299999999,90.083673,88.483673,139.58366999999998,92.41734699999999,102.70366999999999,91.203673,114.14367,92.583673,104.62366999999999
228,77,2,96.019592,96.77959200000001,115.73958999999999,101.80837,96.739592,98.119592,113.43959,97.83959200000001,113.44918,104.91958999999999,108.49959,95.079592,115.85959,115.98836999999999,85.299592,113.29959,96.619592,97.379592,91.41959200000001,93.039592,83.299592,115.45958999999999,113.82918000000001,98.879592,90.97959200000001,89.039592,140.52837,93.119592,103.53959,91.859592,114.73958999999999,93.179592,105.21959
229,78,0,96.34,97.3,116.56,102.5,97.34,98.62,114.16,98.56,114.12,105.5,109.12,95.86,116.46,116.64,86.04,114.04,97.24,98.0,92.04,93.5,83.88,116.22,114.46,99.44,91.68,89.66,141.2,93.8,104.2,92.56,115.32,93.72,105.92
230,78,1,96.965941,97.825941,117.12593999999999,103.06594,97.805941,99.265941,114.62593999999999,99.225941,114.66593999999999,106.08188,109.68593999999999,96.385941,117.06594,117.58594,86.621882,114.86594,97.665941,98.465941,92.49797099999999,93.867971,84.28594100000001,116.74593999999999,115.04593999999999,99.92594100000001,92.20594100000001,90.025941,141.98594,94.405941,104.80594,93.085941,115.78594,94.445941,106.48593999999999
231,78,2,97.408141,98.188141,117.60813999999999,103.68814,98.128141,99.708141,115.08814,99.668141,115.28813999999998,106.84813999999999,110.18813999999999,96.808141,117.50814,117.97453999999999,87.108141,115.44814,97.968141,98.908141,92.888141,94.248141,84.68907,117.18813999999999,115.54813999999999,100.30814000000001,92.58814100000001,90.388141,142.56814,94.908141,105.24813999999999,93.528141,116.32813999999999,94.848141,106.94628
232,79,0,98.008889,98.65333299999999,118.18444,104.06444,98.607778,100.14444,115.54444,100.10444,115.92,107.28443999999999,110.66443999999998,97.244444,118.03889,118.40778,87.52444399999999,115.89889,98.447778,99.344444,93.273827,94.813333,85.064444,117.56443999999999,116.02443999999998,100.68444000000001,93.044444,90.80444399999999,143.11333,95.55111099999999,105.68444,94.00444399999999,116.74444,95.298889,107.40444
233,79,1,98.417959,99.01795899999999,118.55796000000001,104.45796,98.977959,100.47796,115.87796000000002,100.45796,116.39796000000001,107.61796000000001,111.01796000000002,97.457959,118.45796000000001,118.95796000000001,87.777959,116.27796000000001,98.817959,99.697959,93.477959,95.317959,85.43795899999999,117.85796,116.55796000000001,100.99795999999999,93.357959,91.057959,143.61796,95.957959,105.93796,94.477959,117.21796,95.65795899999999,107.75796000000001
234,79,2,98.778775,99.458776,119.23878,105.05878,99.418776,101.11878,116.49878000000001,100.95878,116.95878,108.37878,111.63878000000001,97.898776,119.03878,119.93878000000001,88.298775,116.75878,99.238776,100.13878000000001,94.038776,95.858775,85.778775,118.67878,117.27878,101.43878000000001,93.838775,91.438776,144.25878,96.538776,106.49878000000001,94.878776,117.87878,96.098775,108.37878
235,80,0,99.443265,99.88326500000001,119.86327,105.52326000000001,99.843265,101.64327,116.98326999999999,101.36327,117.46327,108.76326999999999,112.13653000000001,98.283265,119.62326999999999,120.38326,88.663265,117.14327,99.663265,100.56326999999999,94.483265,96.263265,86.163265,119.20326999999999,117.70326999999999,101.78327,94.263265,91.783265,144.88326,97.063265,107.0498,95.403265,118.45653,96.683265,108.80327
236,80,1,99.927868,100.29893,120.30787,105.98787,100.25893,102.22787,117.46786999999999,101.80787,118.00787,109.28787,112.60786999999999,98.607869,120.14787,120.92787,89.007868,117.60786999999999,100.08787,100.98787,94.90786899999999,96.707868,86.518934,119.78787,118.25893,102.14787,94.647869,92.167869,145.40787,97.48786899999999,107.46786999999999,95.807869,119.12787,97.067868,109.26787
237,80,2,100.50856999999999,100.70857,120.78856999999999,106.50856999999999,100.64856999999999,102.72856999999999,117.90857,102.26857,118.54857,109.64929,113.02857,99.00857099999999,120.64856999999999,121.44713999999999,89.308571,117.94856999999999,100.50856999999999,101.42857,95.29619,96.988571,86.908571,120.21463999999999,118.66713999999999,102.54857,95.048571,92.42857099999999,145.96714,97.908571,107.88857,96.248571,119.82857,97.448571,109.72713999999999
238,81,0,101.06041,101.16041,121.20041,106.98041,101.10041,103.24041,118.42041,102.90041,119.16041000000001,110.18041000000001,113.56041,99.420408,121.24041000000001,122.02041000000001,89.820408,118.48041,100.92041,101.82041,95.760408,97.52040799999999,87.240408,120.60041000000001,119.30041000000001,103.04041,95.500408,92.80040799999999,146.54041,98.36040799999999,108.40041000000001,96.560408,120.54041000000001,97.820408,110.28041
239,81,1,101.63674,101.61674000000001,121.65673999999999,107.49673999999999,101.55674,103.73674,118.99673999999999,103.37674,119.81673,110.67673,114.01673999999998,99.956735,121.81673,122.67673,90.316735,118.95673000000001,101.37674,102.23674,96.316735,97.82557800000001,87.580842,121.09674,120.01673999999998,103.61891,95.91336700000001,93.25673499999999,147.03673,98.936735,108.87673999999998,96.956735,121.15673999999999,98.236735,110.77673999999999
240,81,2,101.94898,102.02898,122.24898,108.02898,101.96898,104.28898000000001,119.48898,103.90898,120.44898,111.16898,114.72898,100.46898,122.40898,123.48898,90.76898,119.56898000000001,101.78898000000001,102.84898000000001,96.70898000000001,98.25949,87.96898,121.86898000000001,120.44898,104.04898,96.44898,93.62898,147.58898,99.32898,109.34898000000001,97.44898,121.68898,98.68898,111.60898
241,82,0,102.73143,102.57143,122.91143000000001,108.55143000000001,102.57143,104.97143,120.39143,104.79143,121.11143,111.83143000000001,115.53143,100.99143000000001,123.09143,124.11143,91.79142900000001,120.15143,102.37143,103.37143,97.391429,98.631429,88.420714,122.59143,121.07143,104.49143000000001,96.93142900000001,94.031429,148.35143,99.89285699999999,109.79143,97.971429,122.33143000000001,99.131429,112.77143000000001
242,82,1,103.63755,103.21755,123.43755,109.17755,103.15755,105.69755,120.97755,105.31755,121.89755,112.51755,116.29755,101.40378,123.93755,124.91755,92.517551,120.83755,102.95755,103.87755,97.897551,99.066888,88.917551,123.19755,121.75755,105.11755,97.473776,94.477551,149.29755,100.43755,110.31755,98.477551,123.15755,99.817551,113.43755
243,82,2,104.23265,103.65265,123.87265,109.99265,103.61265,106.53265,121.41265,105.95265,122.77265,113.35265,116.97133000000001,101.93265,124.65265,125.73265,93.052653,121.53265,103.39265,104.43265,98.412653,99.452653,89.452653,123.89265,122.45265,105.65265,97.83265300000001,95.012653,149.87265,101.07265,110.83265,99.052653,124.11265,100.31265,113.99265
244,83,0,105.09347,104.51391,124.45395,110.85347,104.43782,107.57347,122.39347,106.87347,123.79347,114.21347,117.73347,102.65039,125.69346999999999,126.95347,93.77346899999999,122.51347,104.25347,105.27346999999999,99.233469,100.13395,90.093469,124.89347,123.51347,106.39347,98.533469,96.033469,150.55347,101.99347,111.59347,99.99346899999999,125.25347,100.95347,114.81347
245,83,1,105.80129,105.0871,124.52438000000001,111.48128999999999,105.04113000000001,107.88128999999999,123.14128999999998,107.62128999999999,124.56388000000001,114.74128999999999,118.36129,102.88255,126.44129,127.70128999999999,94.521292,123.00129,104.7259,106.02129,99.98129300000001,100.72129,90.581292,125.64128999999998,124.26128999999999,106.86129,98.96743599999999,96.62129300000001,151.30129,102.74129,112.20128999999999,100.74129,126.00129,101.22129,115.18128999999999
246,83,2,107.70735,106.53347,125.46735,113.15288999999999,106.47433999999998,109.56735,124.84735,109.16735,126.40735,117.04867,120.30735,104.37434,128.52735,131.48735,95.894337,124.91866999999999,106.25347,107.56735,101.50735,102.29248,93.267347,127.56735,126.32735,108.92735,100.14956,98.407347,152.90735,104.40735,113.51347,102.33867,127.98735,102.92735,116.69866999999999
