,measure_number,beat_number,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
162,55,2,84.90408199999999,72.03469399999999,84.68408199999999,80.96408199999999,79.40408199999999,74.40408199999999,80.804082,66.10408199999999,86.284082,79.68408199999999,74.084082,96.10408199999999,100.84408,84.54408199999999,96.764082,92.147041,82.90408199999999,73.644082,73.424082,73.417041,72.74408199999999,92.444082,93.764082,90.084082,84.68408199999999,80.02408199999999,73.084082,77.224082,81.644082,99.624082,81.584082,127.30408,76.564082,75.71704100000001,85.624082,73.444082,90.10408199999999,76.204082,84.484082,99.584082,76.644082,71.664082
163,56,0,85.240204,72.355102,85.035102,81.375102,79.795102,74.75510200000001,81.155102,66.475102,86.635102,80.035102,74.39510200000001,96.435102,101.2951,84.955102,97.215102,92.555102,83.25510200000001,74.015102,73.915102,73.75510200000001,73.155102,93.095102,94.175102,90.455102,84.995102,80.335102,73.430408,77.535102,81.995102,99.975102,81.935102,127.9951,76.915102,76.055102,86.11510200000001,73.920204,90.475102,76.555102,84.835102,99.955102,76.995102,72.095102
164,56,1,85.714286,72.714286,85.47428599999999,81.854286,80.174286,75.094286,81.514286,66.83428599999999,87.134286,80.47428599999999,74.838571,96.97428599999999,101.85429,85.33428599999999,98.314286,92.97428599999999,83.674286,74.414286,74.294286,74.154286,73.554286,93.694286,94.734286,90.934286,85.354286,80.694286,73.934286,77.894286,82.454286,100.51429,82.454286,128.71428999999998,77.314286,76.57809499999999,86.674286,74.314286,90.934286,76.934286,85.234286,100.45429,77.47428599999999,72.61428599999999
165,56,2,86.122449,73.102449,86.002449,82.262449,80.582449,75.482449,81.922449,67.182449,87.622449,80.862449,75.302449,97.422449,102.20245,85.742449,98.722449,93.382449,84.082449,74.862449,74.702449,74.522449,73.902449,94.102449,95.202449,91.322449,85.782449,81.002449,74.342449,78.202449,82.842449,100.88245,82.862449,129.42245,77.722449,76.842449,87.082449,74.722449,91.342449,77.282449,85.662449,100.84245,77.882449,72.942449
166,57,0,86.62775500000001,73.487755,86.527755,82.68775500000001,81.027755,75.76775500000001,82.387755,67.60775500000001,87.96775500000001,81.227755,75.68775500000001,97.927755,102.56775999999999,86.207755,99.18775500000001,93.807755,84.40775500000001,75.18775500000001,75.04775500000001,74.82775500000001,74.207755,94.487755,95.667755,91.76775500000001,86.26775500000001,81.46775500000001,74.807755,78.60775500000001,83.264439,101.34776,83.347755,130.08775,78.067755,77.227755,87.46775500000001,75.067755,91.807755,77.68775500000001,86.04775500000001,101.32776,78.347755,73.26775500000001
167,57,1,87.40163299999999,74.121633,87.301633,83.18163299999999,81.553878,76.221633,83.081633,68.301633,88.641633,81.921633,76.54163299999999,98.801633,103.16163,86.661633,100.33582,94.521633,84.981633,75.741633,75.661633,75.341633,74.721633,95.26163299999999,96.341633,92.641633,86.661633,82.341633,75.741633,79.26163299999999,84.26163299999999,102.38163,84.04163299999999,131.42163,78.561633,77.75193900000001,88.081633,75.68163299999999,92.415816,78.141633,86.581633,102.36163,79.001633,73.813878
168,57,2,87.61102,74.523673,87.97102,83.79101999999999,82.07101999999999,76.63101999999999,83.75102,68.77102,89.29101999999999,82.47102,77.01102,99.71408199999999,104.03102,87.09102,100.91102,95.03102,85.61102,76.37102,76.23102,75.843673,75.13101999999999,95.89102,96.99101999999999,93.25050999999999,87.35408199999999,82.766837,76.75102,79.79101999999999,85.04051,103.15101999999999,84.55102,132.55102,79.063673,78.33102,88.57101999999999,76.25102,93.01102,78.73102,87.05102,103.13101999999999,79.63101999999999,74.147891
169,58,0,88.269388,75.109388,88.429388,84.769388,82.729388,77.289388,84.409388,69.429388,90.169388,83.04938800000001,77.729388,101.14939,105.00939,87.769388,102.04939,96.149388,86.369388,77.269388,76.969388,76.389388,75.629388,96.749388,98.029388,93.829388,88.369388,83.389388,78.449388,80.169388,85.809388,103.76939,85.429388,133.28939,79.749388,79.189388,89.089388,76.989388,93.949388,79.409388,87.909388,103.74939,80.249388,74.769388
170,58,1,89.022041,75.642041,88.796408,85.262041,83.306122,77.782041,84.902041,70.002041,90.742041,83.48204100000001,78.182041,101.90204,105.56204,88.48204100000001,102.86204000000001,96.642041,86.93408199999999,77.782041,77.42204100000001,76.882041,76.002041,97.522041,98.742041,94.322041,88.92204100000001,83.862041,79.022041,80.662041,86.602041,104.20602,85.942041,133.96204,80.142041,79.602041,89.542041,77.462041,94.682041,79.98204100000001,88.382041,104.20204,80.642041,75.07408199999999
171,58,2,89.620816,76.120816,89.260816,85.695408,83.940816,78.46081600000001,85.440816,70.540816,91.32081600000001,83.920816,78.720816,102.46082,106.12082,88.96081600000001,103.56081999999999,97.060816,87.60081600000001,78.300816,77.840816,77.360816,76.500816,98.220816,99.46081600000001,94.780816,89.46081600000001,84.480816,79.435136,81.10081600000001,87.260816,104.74082,86.480816,134.62082,80.760816,79.965408,90.060816,77.875408,95.120816,80.620816,88.920816,104.70082,81.060816,75.560816
172,59,0,90.080692,76.511383,89.651383,86.060692,84.351383,78.790231,85.851383,70.95138299999999,91.791383,84.331383,79.17138299999999,102.97138000000001,106.49138,89.371383,104.35138,97.45138299999999,88.091383,78.691383,78.211383,77.711383,76.871383,98.691383,100.07138,95.191383,89.95138299999999,85.051383,79.791383,81.45138299999999,87.75138299999999,105.23138,86.890692,135.17138,81.211383,80.32069200000001,90.571383,78.25138299999999,95.631383,81.051383,89.411383,105.21138,81.411383,75.89138299999999
173,59,1,90.508163,76.828163,89.988163,86.408163,84.748163,79.048163,86.208163,71.30816300000001,92.268163,84.688163,79.548163,103.38816,107.00081999999999,89.788163,104.78815999999999,97.768163,88.448163,79.048163,78.528163,78.068163,77.188163,99.108163,100.48816,95.548163,90.388163,85.468163,80.08908199999999,81.748163,88.208163,105.60816000000001,87.188163,135.62816,81.568163,80.648163,91.088163,78.568163,96.148163,81.428163,89.708163,105.58816000000002,81.748163,76.208163
174,59,2,90.908163,77.137816,90.319541,86.689082,85.108163,79.348163,86.608163,71.789082,92.668163,85.023027,79.736361,103.76272,107.40816000000001,90.058924,105.28816,98.029738,88.888163,79.429082,78.909082,78.38116600000001,77.496361,99.508163,100.94816,95.929082,90.67710600000001,85.868163,80.357106,81.998685,88.668163,105.87423999999999,87.495816,136.06816,81.968163,80.937106,91.508163,78.929082,97.048163,81.828163,90.006361,105.85711,82.048163,76.537816
175,60,0,91.39591800000001,77.53591800000001,90.81591800000001,87.235918,85.495918,79.75591800000001,87.195918,72.39591800000001,93.31591800000001,85.515918,80.238639,104.23592,108.15592,90.47591800000001,105.95366999999999,98.635918,89.47591800000001,79.89591800000001,79.31591800000001,78.852959,77.912959,100.27592,101.53591999999999,96.581837,91.11591800000001,86.275918,80.725306,82.39591800000001,89.495918,106.25591999999999,87.855918,136.71591999999998,82.415918,81.275918,92.17591800000001,79.335918,98.45591800000001,82.335918,90.375918,106.23592,82.31591800000001,76.995918
176,60,1,91.751429,77.93142900000001,91.212857,87.611429,85.97285699999999,80.131429,87.57142900000001,72.911429,93.812857,86.011429,80.511429,104.65571,108.49143000000001,90.89285699999999,106.59857,99.091429,89.891429,80.331429,79.671429,79.271429,78.331429,100.73143,102.15143,97.111429,91.49142900000001,86.691429,81.07142900000001,82.71142900000001,89.99142900000001,106.57143,88.251429,137.23713999999998,82.792857,81.611429,92.65142900000001,79.71142900000001,98.911429,82.751429,90.771429,106.55143000000001,82.65142900000001,77.371429
177,60,2,92.198776,78.398776,91.658776,87.978776,86.438776,80.498776,87.938776,73.358776,94.314388,86.378776,80.978776,105.19878,108.85878000000001,91.27877600000001,107.41878,99.458776,90.258776,80.698776,80.078776,79.698776,78.738776,101.27878,102.69878,97.478776,91.938776,87.198776,81.458776,82.978776,90.558776,106.93878000000001,88.618776,137.73878,83.178776,81.938776,93.298776,80.098776,99.558776,83.258776,91.13877600000001,106.91878,83.014388,77.874388
178,61,0,92.82775500000001,78.807755,92.087755,88.307755,86.887755,80.727755,88.387755,73.847755,94.68775500000001,86.784439,81.487755,105.72776,109.36776,91.667755,108.16776000000002,99.867755,90.707755,80.987755,80.527755,80.067755,79.067755,101.78775999999999,103.12888000000001,97.927755,92.54775500000001,87.68775500000001,81.747755,83.367755,91.147755,107.38776000000001,89.067755,138.24776,83.62775500000001,82.227755,93.947755,80.54775500000001,100.20776,83.707755,91.487755,107.36776,83.427755,78.26775500000001
179,61,1,93.186939,79.166939,92.546939,88.746939,87.546939,81.086939,88.746939,74.40693900000001,95.246939,87.206939,81.946939,106.08693999999998,109.78693999999999,91.986939,108.72693999999998,100.40694,91.086939,81.466939,80.90693900000001,80.466939,79.506939,102.16694,103.62694,98.446939,93.206939,88.146939,82.106939,83.606939,91.586939,107.90693999999999,89.506939,138.76693999999998,84.106939,82.526939,94.346939,80.926939,100.70388,84.306939,91.946939,107.88694,83.76693900000001,78.666939
180,61,2,93.60163299999999,79.481633,92.90163299999999,89.095816,87.941633,81.341633,89.081633,74.775816,95.661633,87.641633,82.26163299999999,106.42163000000001,110.16163,92.285816,109.32163,100.82163,91.421633,81.881633,81.421633,80.82163299999999,79.841633,102.68163,104.08163,98.861633,93.54163299999999,88.581633,82.415816,83.885816,91.96163299999999,108.26163000000001,89.841633,139.28163,84.441633,82.85387800000001,94.781633,81.46163299999999,101.12163000000001,84.76163299999999,92.301633,108.24163,84.10163299999999,78.995816
181,62,0,94.179592,79.879592,93.379592,89.41959200000001,88.41959200000001,81.659592,89.579592,75.134796,96.13959200000001,88.079592,82.519592,106.81958999999999,110.83958999999999,92.69959200000001,109.8248,101.19959,91.819592,82.47959200000001,82.019592,81.179592,80.239592,103.29959000000001,104.57959,99.439592,93.97959200000001,89.239592,82.77959200000001,84.33959200000001,92.41959200000001,108.75958999999999,90.13959200000001,139.83959,84.899592,83.19959200000001,95.239592,82.039592,101.55959,85.259592,92.63959200000001,108.73958999999999,84.439592,79.439592
182,62,1,94.632245,80.192245,93.972245,89.772245,88.772245,81.992245,90.012245,75.471122,96.632245,88.512245,82.832245,107.13225,111.39225,93.03224499999999,110.25674,101.57225,92.132245,82.95224499999999,82.412245,81.572245,80.612245,103.93224000000001,105.03225,99.932245,94.352245,89.852245,83.112245,84.691122,92.932245,109.11225,90.472245,140.35225,85.292245,83.492245,95.632245,82.45224499999999,101.99225,85.752245,92.95224499999999,109.09111999999999,84.772245,79.792245
183,62,2,95.038776,80.438776,94.258776,90.078776,89.118776,82.258776,90.338776,75.758776,97.018776,88.858776,83.114388,107.45878,111.65878000000001,93.298776,110.71878000000001,101.89878,92.458776,83.27877600000001,82.738776,81.898776,80.998776,104.33878,105.41878,100.27878,94.578776,90.198776,83.374388,84.938776,93.238776,109.41878,90.758776,140.81878,85.618776,83.738776,95.978776,82.77877600000001,102.33878,86.13877600000001,93.258776,109.37878,85.078776,80.13877600000001
184,63,0,95.536735,80.716735,94.545578,90.39673499999999,89.576735,82.61673499999999,90.836735,76.156735,97.456735,89.296735,83.416735,107.75674,112.15673999999999,93.676735,111.33673999999999,102.31673,92.856735,83.656735,83.11673499999999,82.336735,81.416735,104.77674,105.82337,100.67673,94.97673499999999,90.61673499999999,83.75673499999999,85.25673499999999,93.576735,109.79673999999999,91.056735,141.35673,86.056735,83.996735,96.456735,83.136735,102.91674,86.556735,93.656735,109.75674,85.436735,80.61673499999999
185,63,1,95.990204,81.010204,94.950204,90.710204,90.05020400000001,82.97020400000001,91.310204,76.530204,97.930102,89.710204,83.700102,108.1302,112.9302,93.970051,111.97041000000002,102.7701,93.290204,83.97020400000001,83.530204,82.75020400000001,81.850204,105.3102,106.2502,101.1502,95.310204,91.030204,84.11020400000001,85.61020400000001,93.930204,110.1702,91.370204,141.8902,86.510204,84.310204,96.790204,83.570102,103.5902,86.930068,94.030204,110.1502,85.810102,81.05020400000001
186,63,2,96.572211,81.363265,95.486633,91.063265,90.563265,83.423265,91.963265,77.063265,98.463265,90.163265,84.073316,108.49663000000001,113.84326999999999,94.363265,112.66327,103.30327,93.683265,84.363265,84.02326500000001,83.283265,82.363265,105.92327,106.66327,101.66327,95.803265,91.423265,84.563265,86.02326500000001,94.483265,110.66327,91.823265,142.52327,87.083265,84.623265,97.183265,84.036633,104.16327,87.403265,94.60326500000001,110.63663000000001,86.263265,81.74326500000001
187,64,0,98.478367,82.17836700000001,97.138367,92.499673,92.438367,84.286735,94.518367,78.378367,100.37836999999999,91.258367,85.138367,110.18673999999999,116.83837,95.53836700000001,115.43836999999999,105.65836999999999,95.218367,85.412092,85.578367,85.138367,83.778367,108.45837,108.59836999999999,103.64856999999999,97.838367,93.59836700000001,86.638367,86.89836700000001,97.45836700000001,111.79836999999999,93.606735,147.19183999999998,89.36673499999999,86.358367,98.635102,85.498367,106.31837,89.358367,95.798367,111.75837,88.011837,83.718367
188,64,1,99.00898000000001,82.96898,97.52898,92.92898000000001,93.02898,84.76898,95.04898,78.86898000000001,100.98898,91.72898,85.78898000000001,110.68898,117.62898,95.98898,116.16898,106.48898,96.00898000000001,85.88898,86.10898,85.99632700000001,84.36898000000001,109.28898000000001,108.94949,104.36898000000001,98.504898,94.10898,87.26898,87.44898,98.44898,112.48898,94.14898000000001,148.04898,90.124898,86.74898,99.26795899999999,86.14898000000001,106.94898,89.76898,96.18898,112.46898,88.62898,84.58898
189,64,2,99.42,83.42,97.96,93.32,93.52,85.26,95.4,79.24,101.58,92.14,86.16,111.18,118.56,96.4,116.76,106.96,96.5,86.32,86.66,86.52,84.84,109.88,109.46,104.88,99.12,94.52,87.72,88.0,98.96,113.16,94.61,148.68,90.64,87.12,99.74,86.68,107.52,90.26,96.8,113.14,89.04,85.04
190,65,0,99.79101999999999,83.77102,98.31102,93.67102,93.99101999999999,85.61102,95.75102,79.67102,101.93101999999999,92.417007,86.51102,111.57101999999999,119.11204,96.83102,117.41102,107.31102,96.85101999999999,86.73102,87.17102,87.13101999999999,85.19102,110.39102,109.87102,105.51102,99.53102,94.87102,88.05102,88.45102,99.31102,114.13101999999999,95.15101999999999,149.23102,91.03102,87.47102,100.15101999999999,87.19102,108.47102,90.69102,97.31102,114.11102,89.55102,85.83102
191,65,1,100.27714,84.177143,98.757143,94.02571400000001,94.49714300000001,86.097143,96.257143,80.21714300000001,102.69714,92.897143,86.737143,112.07713999999999,120.09714,97.27714300000001,118.01714,108.03714,97.21714300000001,87.177143,87.737143,87.877143,85.69714300000001,111.37714,110.43713999999999,106.01714,100.03714000000001,95.35714300000001,88.55714300000001,88.99714300000001,99.817143,114.90428999999999,95.63714300000001,149.99714,91.537143,87.972381,100.49974,87.757143,108.97713999999999,91.21714300000001,97.817143,114.87143,90.127143,86.33714300000001
192,65,2,101.04857,84.748571,99.488571,94.548571,95.228571,86.621714,96.828571,80.968571,103.38857,93.628571,87.328571,112.68857,121.08856999999999,98.14857099999999,118.64856999999999,108.84857,97.689524,88.20857099999999,88.548571,88.688571,86.468571,112.10857,111.16856999999999,106.74857,100.62857,96.188571,89.368571,89.668571,100.50856999999999,115.66856999999999,96.228571,150.74857,92.108571,88.438367,100.92857,88.588571,109.88857,92.028571,98.728571,115.62857,91.868571,86.948571
193,66,0,101.84612,85.626122,100.18611999999999,95.113224,96.306122,87.37903100000001,97.50612199999999,81.746122,104.56612,94.64612199999999,88.166122,113.57321999999999,122.44612,99.306122,119.70612,109.82611999999999,98.266122,88.886122,89.346122,89.366122,87.126122,113.46225,112.42612,107.94612,101.30611999999999,97.126122,90.053224,90.23322399999999,101.42612,116.34612,97.206122,151.78611999999998,93.42612199999999,88.966122,101.52611999999999,89.446122,111.06612,92.813224,99.893224,116.30611999999999,92.546122,88.266122
194,66,1,102.51224,86.13278100000001,100.73225,95.542449,96.980561,88.124082,98.012245,82.272245,105.25225,95.332245,88.712245,114.21225,122.97225,99.87224499999999,120.21225,110.51223999999999,98.71249,89.472245,89.861122,89.830321,87.53224499999999,114.31225,113.01223999999999,108.57225,101.76111999999999,97.901122,90.45224499999999,90.832245,102.03225,116.70408,97.61278100000001,152.81224,94.052245,89.365561,102.07225,89.891171,111.69225,93.352245,100.43224000000001,116.67296,93.212245,88.75009399999999
195,66,2,103.14041,86.600408,101.28041,95.900408,97.640408,88.880408,98.820408,82.700408,106.04041000000001,95.760408,89.22040799999999,114.84041,123.78041,100.26041,120.98041,111.00041,99.100408,90.100408,90.340408,90.280408,88.02040799999999,115.14041,113.82041000000001,109.32041000000001,102.10041,98.240408,91.090816,91.225204,102.68041,117.14041,98.240408,153.58041,94.840408,89.94040799999999,102.64041,90.36040799999999,112.28041,94.000408,101.15304,117.10041000000001,93.840408,89.08040799999999
196,67,0,103.65101999999999,87.05020400000001,101.81102,96.357007,98.150204,89.47102,99.35101999999999,83.17102,106.59102,96.25102,89.75102,115.41102,124.25102,100.69102,121.59102,111.4535,99.53102,90.63101999999999,90.74051,90.69051,88.49016999999999,115.69102,114.37102,109.87102,102.61102,98.69102,91.63051,91.63101999999999,103.2102,117.59102,98.71101999999999,154.25101999999998,95.35051,90.45102,103.15101999999999,90.77102,112.73102,94.61102,101.53102,117.55102,94.35101999999999,89.46051
197,67,1,104.01102,87.37102,102.27102,96.67102,98.47102,89.77102,99.75102,83.51051,107.05102,96.67102,90.17102,115.75102,124.95102,101.01102,122.05102,111.77102,99.835255,90.99101999999999,91.09102,90.99101999999999,88.77102,116.29101999999999,114.83102,110.35101999999999,103.03102,99.11102,92.01102,91.93101999999999,103.53102,117.89102,98.99101999999999,154.83102,95.69102,90.99101999999999,103.79101999999999,91.11102,113.13101999999999,95.03102,101.85101999999999,117.87102,94.69102,89.72017
198,67,2,104.52816,87.80816300000001,102.74816,97.128163,98.928163,90.208163,100.20815999999999,83.948163,107.58816000000002,97.148163,90.528163,116.19908000000001,125.42816,101.40816,122.74816000000001,112.28816,100.36816,91.448163,91.608163,91.388163,89.208163,117.06816,115.38816000000001,110.86816,103.42815999999999,99.568163,92.468163,92.40449,104.00816,118.28816,99.408163,155.48816000000002,96.188163,91.488163,104.24816,91.628163,113.48816000000001,95.548163,102.42815999999999,118.26816000000001,95.148163,90.088163
199,68,0,104.92,88.16,103.17,97.58,99.31,90.52,100.6,84.32,108.08,97.5,90.92,116.6,125.82,101.82,123.34,112.66,100.98,91.84,92.06,91.76,89.6,117.63,115.86,111.32,103.78,99.94,92.86,92.8,104.54,118.66,99.76,155.98,96.64,91.88,104.7,92.08,114.04,95.92,102.82,118.62,95.5,90.36
200,68,1,105.22203999999999,88.462041,103.48204,97.882041,99.682041,90.822041,100.90204,84.62204100000001,108.50204,97.802041,91.222041,116.96203999999999,125.94203999999999,102.20204,123.64204,112.96203999999999,101.28204000000001,92.142041,92.362041,92.06204100000001,89.902041,118.16203999999999,116.50204,111.62203999999998,104.08204,100.24204,93.162041,93.102041,104.96203999999999,118.96203999999999,100.06204,156.38204,96.92602,92.20204100000001,105.06204,92.382041,114.34204,96.222041,103.18204,118.92204,95.802041,90.642041
201,68,2,105.64245,89.022449,104.10245,98.322449,100.24245,91.29415,101.52245,85.142449,109.12245,98.382449,91.722449,117.46245,126.60245,102.56245,124.46245,113.46245,101.82245,92.722449,92.782449,92.522449,90.362449,118.86245,117.12245,112.18245,104.64245,100.60245,93.602449,93.46244899999999,105.36245,119.42245,100.68245,157.10245,97.422449,92.602449,105.44245,92.822449,114.84245,96.802449,103.70245,119.40245,96.322449,91.122449
202,69,0,106.29755,89.457551,104.7051,98.777551,100.73755,91.613776,102.07755,85.557551,109.65755,98.885102,92.313776,117.97755,127.01755,102.99755,125.03755,114.0051,102.21755,93.077551,93.177551,92.913776,90.743776,119.37755,117.65755,112.71755,105.23531000000001,101.11755,94.017551,93.977551,105.91755,119.95755,101.2251,157.71755,97.817551,92.957551,106.05755,93.217551,115.41755,97.325102,104.21755,119.91755,96.857551,91.437551
203,69,1,106.60123,89.801225,105.14123000000001,99.121224,101.22122,91.981225,102.46123,85.901225,110.08123,99.301224,92.681225,118.47245,127.68123,103.34121999999999,125.55735,114.52367,102.60123,93.541224,93.541225,93.261225,91.113742,119.87245,118.13245,113.29245,105.70121999999999,101.50121999999999,94.401225,94.361225,106.32123,120.36123,101.70366999999999,158.22122,98.201225,93.341224,106.60123,93.561225,115.88123,97.781225,104.60122,120.32123,97.341225,91.741224
204,69,2,106.93959,90.119592,105.53958999999999,99.47959200000001,101.61959,92.19959200000001,102.77959,86.259592,110.53958999999999,99.679592,92.999592,118.89958999999999,127.99959,103.61959,126.01878,114.93959,103.05959,93.97959200000001,93.899592,93.519592,91.47959200000001,120.47958999999999,118.55958999999999,113.69958999999999,106.01959,101.79959000000001,94.704796,94.63959200000001,106.65959,120.67958999999999,102.17959,158.83959,98.579592,93.719592,107.01959,93.939592,116.21959,98.219592,104.97958999999999,120.6548,97.77959200000001,92.04479599999999
205,70,0,107.35112,90.45224499999999,105.93224,99.932245,102.09225,92.572245,103.21225,86.95224499999999,111.09225,100.11225,93.351122,119.73225,128.45225,104.09225,126.49225,115.39225,103.61225,94.552245,94.27112199999999,93.792245,91.851122,121.37225,119.03225,114.29223999999999,106.53225,102.27225,95.072245,95.132245,107.13225,121.11225,102.83225,159.81224,99.152245,94.412245,107.57225,94.291122,116.79223999999999,98.792245,105.41225,121.07225,98.17224499999999,92.252245
206,70,1,107.8849,90.904898,106.3849,100.3449,102.72449,93.164898,103.6449,87.424898,111.6649,100.7049,93.724898,120.3649,128.9598,104.6449,127.17468999999998,115.8649,104.2198,95.134694,94.624898,94.24489799999999,92.224898,121.8249,119.4649,115.0649,106.9049,102.7049,95.624898,95.624898,107.6849,121.5449,103.7649,160.7198,99.924898,94.824898,108.0198,94.689592,117.2449,99.544898,105.9449,121.5249,98.60489799999999,92.724898
207,70,2,108.28776,91.287755,106.82776000000001,100.74776,103.08776,93.54775500000001,103.98776,87.867755,112.08776,101.04776,94.247755,121.00776,129.42775,105.06776,127.68776000000001,116.24776000000001,104.72776,95.527755,95.027755,94.647755,92.60775500000001,122.50776,120.08776,115.48776000000001,107.24776000000001,103.14775999999999,95.96775500000001,95.96775500000001,108.18776000000001,121.88776000000001,104.32776,161.44776000000002,100.40775,95.167755,108.38776000000001,95.04775500000001,117.60776000000001,99.987755,106.44776,121.86776,98.96775500000001,93.147755
208,71,0,108.68776000000001,91.667755,107.26775,101.20776,103.44776,93.807755,104.38776,88.227755,112.50776,101.44776,94.707755,121.44776,129.76775,105.44776,128.36775,116.58776,105.14776,95.94551,95.40775500000001,95.027755,92.987755,122.98776000000001,120.58776,115.96776000000001,107.74776000000001,103.52776,96.347755,96.403265,108.52776000000001,122.32776000000001,104.72776,162.02776,100.80776,95.647755,108.80776000000002,95.427755,117.98776000000001,100.36776,106.84776000000001,122.28776,99.347755,93.487755
209,71,1,109.08939,92.089388,107.84938999999999,101.62939,103.94939000000001,94.229388,104.86939,88.669388,113.02938999999999,101.90939,95.089388,121.92938999999998,130.26939,105.82938999999999,128.98939,116.98938999999999,105.56938999999998,96.449388,95.849388,95.38969399999999,93.409388,123.52938999999999,121.12938999999999,116.54938999999999,108.30939,104.06939,96.729388,96.849388,108.90938999999999,122.76938999999999,105.16938999999999,162.66939,101.24939,96.38877600000001,109.40938999999999,95.869388,118.38938999999999,100.88939,107.32938999999999,122.74938999999999,99.849388,93.889388
210,71,2,109.37592,92.39591800000001,108.21592,101.89591999999999,104.21592,94.61591800000001,105.19592,88.97591800000001,113.41592,102.33592,95.415918,122.33592,130.71591999999998,106.11591999999999,129.53592,117.27592,105.97592,96.775918,96.295918,95.715918,93.775918,124.13592,121.55592,116.89591999999999,108.63592,104.39296,97.075918,97.11591800000001,109.37592,123.13592,105.47592,163.21591999999998,101.65592,96.915918,109.85592,96.31591800000001,118.71592,101.25591999999999,107.71197,123.11591999999999,100.25591999999999,94.215918
211,72,0,109.73225,92.712245,108.63225,102.33225,104.61225,95.03224499999999,105.61225,89.412245,113.81225,102.77225,95.772245,122.71225,131.31224,106.49225,129.99225,117.67225,106.49225,97.17224499999999,96.792245,96.052245,94.192245,124.63225,121.97225,117.35225,108.97225,104.67225,97.49449,97.432245,109.75225,123.71225,105.79223999999999,163.73674,102.11225,97.332245,110.33225,96.832245,119.11225,101.75225,108.09225,123.69225,100.67225,94.692245
212,72,1,110.18408000000001,93.10408199999999,109.10408000000001,102.72408,105.04408000000001,95.624082,106.00408,89.79469399999999,114.30408,103.22408,96.204082,123.24408000000001,131.72408000000001,106.92408,130.44408,118.06408,106.98408,97.724082,97.164082,96.444082,94.624082,125.22408,122.54408000000001,117.80408,109.36408,105.06408,98.004082,97.764082,110.14408,124.30408,106.28408,164.38408,102.54408000000001,97.784082,110.84408,97.204082,119.50408,102.19235,108.48408,124.28408,101.16408,95.144082
213,72,2,110.57143,93.391429,109.59143,103.05143000000001,105.37143,96.191429,106.37143,90.131429,114.69143000000001,103.59143,96.631429,123.63143000000001,132.01143000000002,107.29143,130.95143000000002,118.47143,107.35143000000001,98.091429,97.511429,96.770714,94.891429,125.61143,122.95143,118.17143,109.69143000000001,105.33143000000001,98.371429,97.99142900000001,110.53143,124.73143,106.63143000000001,164.99143,102.89143,98.15142900000001,111.35143000000001,97.551429,119.87143,102.47143,108.91143000000001,124.71143000000001,101.53143,95.451429
214,73,0,111.10101999999999,93.83551,110.22102,103.51550999999999,105.87551,96.53551,106.97551000000001,90.67551,115.15551,104.09551,97.14102,124.27551000000001,132.41551,107.79551000000001,131.49551,119.01551,107.81551,98.55551,97.93551,97.13551,95.27551,126.10101999999999,123.45551,118.73551,110.25551000000002,105.87551,98.93551,98.45551,111.01551,125.52102,107.21551000000001,165.64102,103.33551,98.57551,111.85551000000001,97.97551,120.35551000000001,102.93551,109.35551000000001,125.50102,102.07551,95.83551
215,73,1,111.681,94.442041,110.86204,103.92204,106.39602,96.98204100000001,107.70204,91.402041,115.76203999999998,104.78204000000001,97.902041,125.16203999999999,132.94204,108.22203999999999,132.10204,119.74203999999999,108.44203999999999,99.09602,98.502041,97.582041,95.742041,126.84204,124.08203999999999,119.59801000000002,110.60203999999999,106.70204,99.662041,98.942041,111.86204,126.78204,107.84204,166.70203999999998,103.86204000000001,99.131505,112.48203999999998,98.542041,120.88203999999999,103.52204,109.93139,126.74203999999999,102.72204,96.302041
216,73,2,112.14204,95.058367,111.61837,104.47837,106.85837,97.418367,108.51836999999999,91.978367,116.45837,105.39837,98.67836700000001,125.93836999999999,133.77837,108.67837,132.83837,120.39837,109.07836999999999,99.798367,99.118367,98.034184,96.218367,127.47837,124.81837,120.30611999999999,111.39837,107.13837,100.63837,99.518367,112.39837,127.89837,108.59836999999999,167.73837,104.39837,99.81836700000001,113.03837,99.138367,121.51836999999999,104.25418,110.21837,127.87836999999999,103.35837,96.658367
217,74,0,112.62898,95.64898000000001,112.08898,105.18898,107.44898,98.02898,109.04898,92.68898,117.34898000000001,106.10898,99.36898000000001,127.02898,134.62898,109.34898000000001,133.72898,121.46898,109.78898000000001,100.62898,99.80898,98.48898,96.66898,128.46898000000002,125.98898,120.86898000000001,112.30898,107.66898,102.24898,99.78898000000001,113.30898,128.54898,109.50898000000001,168.38898,105.10898,100.80898,113.50898000000001,99.82898,122.34898000000001,104.76898,110.80898,128.50898,103.92299,97.08898
