,measure_number,beat_number,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
304,102,1,138.98388,151.42388,157.28388,151.96388000000002,160.82388,165.75776000000002,147.66388,179.08388,147.68388000000002,172.28388,151.56388,154.78388,162.82388,153.34388,183.66388,148.98388,158.50388,174.62388,146.70388,137.26388,152.30388,165.08388,152.94388,166.20388,166.92388,155.84388,138.80388,142.98388,161.94388,174.50388,158.04388,181.91163,166.02388,186.78388,187.66388,159.66388,134.88388,161.10388,149.04388,162.92388,146.00388,149.84388,197.70388,151.28388,153.14388,152.20388,135.10388,135.62388,147.82388,165.32388,146.58388,163.06388,136.90388000000002,151.64388,168.86388
305,102,2,139.42764,151.92764,157.70764,152.43882,161.24764,166.18764,148.04882,179.56763999999998,148.09882,172.90764,152.06763999999998,155.21882,163.54764,153.80764,184.10764,149.42764,158.92764,175.14764,147.24764,137.70764,152.76764,165.60764,153.36764,166.78763999999998,167.32764,156.54764,139.18764,143.38764,162.50763999999998,175.02764,158.46764,182.60764,166.59882,187.28763999999998,188.06763999999998,160.10764,135.30764,161.76764,149.52764,163.30882,146.43882,150.40764,198.22763999999998,151.69881999999998,153.56763999999998,152.82764,135.52764,135.98764,148.24764,165.78763999999998,147.04764,163.56763999999998,137.28763999999998,152.04882,169.34763999999998
306,103,0,139.9617,152.4017,158.1217,152.7817,161.7817,166.7217,148.4817,180.0417,148.5217,173.4217,152.5417,155.7417,164.1217,154.3217,184.5017,149.89739,159.3739,175.6217,147.9217,138.3017,153.2417,166.1417,153.9017,167.3017,167.9617,157.1017,139.5417,143.8817,163.1685,175.5017,159.0017,183.2934,167.0617,187.8017,188.5617,160.6217,135.7417,162.2934,150.0217,163.7217,146.8617,150.9417,198.7617,152.1817,153.9617,153.3217,136.0017,136.3417,148.7417,166.2017,147.4017,164.3817,137.60585,152.5217,169.8934
307,103,1,140.31322,152.83643999999998,158.51644,153.17643999999999,162.17643999999999,167.13644,148.87644,180.43644,148.93644,173.89643999999998,152.97644,156.15644,164.97644,154.67643999999999,184.89643999999998,150.17643999999999,159.73644,176.19644,148.39643999999998,138.85644,153.69644,166.63644,154.29644,167.75644,168.45644,157.61643999999998,139.93644,144.43644,163.63644,176.07644,159.57644,183.79644,167.53644,188.25644,189.21643999999998,161.01644,136.13644,162.83643999999998,150.49643999999998,164.31644,147.31644,151.49643999999998,199.21643999999998,152.57644,154.41644,153.71643999999998,136.45644,136.75644,149.17643999999999,166.65644,147.79644,164.81644,138.01644,152.91644,170.45644
308,103,2,140.63893000000002,153.17893,158.89893,153.47893,162.51893,167.56787,149.15893,180.85893000000002,149.29893,174.47893,153.31893,156.55893,165.51893,155.23893,185.27893,150.55893,159.99893,176.57893,148.71893,139.23893,154.19893000000002,167.15893,154.63893000000002,168.23893,168.91893000000002,157.95893,140.38787,144.79893,164.10787,176.45893,159.99893,184.21893,167.9568,188.65893,189.57893,161.35893000000002,136.51893,163.23893,150.95893,164.69893000000002,147.69893000000002,151.97893,199.71893,152.91893000000002,154.82787,154.09893,136.77893,137.07893,149.59893,167.05893,148.1568,165.15893,138.35893000000002,153.29893,170.96787
309,104,0,140.96982,153.50982,159.34982,153.80982,162.88982,168.14982,149.52982,181.20982,149.72982,174.90982,153.64982,156.92982,166.02982,155.62982,185.64982,150.94982,160.26996,176.94982,149.04981999999998,139.62982,154.60981999999998,167.72982,154.96982,168.66982,169.28982,158.40982,140.78982,145.12982,164.58982,176.84982,160.40982,184.60981999999998,168.36982,189.10981999999998,189.92982,161.74982,136.86982,163.66982,151.48982,165.12982,148.10981999999998,152.48982,200.16964,153.28982,155.26981999999998,154.46982,137.10981999999998,137.44982,150.00982,167.42982,148.50982,165.50982,138.70982,153.64982,171.38982
310,104,1,141.35295,153.89295,159.72179,154.17295,163.25295,168.57295,149.91295,181.65295,150.11295,175.33295,154.03295,157.31295,166.61295,156.03295,186.1159,151.33295,160.71295,177.37295,149.51295,140.03295,155.03295,168.17295,155.35295,169.13295,169.67295,158.87295,141.15295,145.51295,164.99295,177.25295,160.79295,185.37295,168.85295,189.55295,190.51295,162.11295,137.19295,164.13295,151.89295,165.71295,148.53295,152.99295,200.61295,153.67295,155.65295,154.85295,137.45295,137.81295,150.45295,167.85295,148.87295,165.91295,139.03295,154.05295,171.9559
311,104,2,141.8651,154.3251,160.1851,154.6651,163.6451,168.9851,150.2651,182.1051,150.5451,175.7451,154.4651,157.6817,167.2051,156.6051,186.6251,151.7251,161.1251,177.9051,149.8451,140.4051,155.4851,168.7251,155.7651,169.5451,170.0251,159.5251,141.5851,145.8251,165.5051,177.7651,161.2051,186.0851,169.2851,190.0251,190.9051,162.5051,137.5851,164.6451,152.3051,166.0051,148.9251,153.4851,201.0851,154.02755,156.1051,155.2651,137.8251,138.1851,150.8651,168.3651,149.3851,166.3651,139.4251,154.4451,172.4051
312,105,0,142.36111,154.98111,160.82111,155.18111000000002,164.06111,169.50111,150.74111000000002,182.80111000000002,150.98111,176.22111,155.12111000000002,158.12556,167.68111000000002,157.16111,187.10111,152.22111,161.56111,178.70111,150.18111000000002,140.84111000000001,156.02111000000002,169.34111000000001,156.24111000000002,170.12111000000002,170.64111,160.10111,142.00111,146.26111,166.16111,178.58111,161.78111,186.68111000000002,169.76111,190.54111,191.50111,162.90556,137.98111,165.34111000000001,152.78111,166.44111,149.36111,153.96111000000002,201.78111,154.50111,156.58111,155.78111,138.24111000000002,138.64111,151.34111000000001,168.92111,150.10111,166.76111,139.94111,155.04111,172.90111000000002
313,105,1,142.81644,155.57644,161.41644,156.07644,164.69644,170.09644,151.27643999999998,183.53644,151.48932,177.08932,155.71643999999998,158.65644,168.33643999999998,157.91644,187.71643999999998,152.89643999999998,161.91644,179.63644,150.67643999999999,141.39643999999998,156.64288,170.13644,156.85644,170.81644,171.31644,160.55643999999998,142.47644,146.83643999999998,166.95644,179.51644,162.67643999999999,187.50288,170.71643999999998,191.05643999999998,192.75644,163.49643999999998,138.49643999999998,165.97644,153.35644,167.41644,149.93644,154.51644,202.37644,155.13644,157.17643999999999,156.46931999999998,138.67643999999999,139.13644,151.78288,169.71643999999998,150.96931999999998,167.30288000000002,140.35644,155.74931999999998,173.58288000000002
314,105,2,143.15053999999998,155.95054,161.79054,156.67054,165.47054,170.69054,151.59054,184.05053999999998,151.91054,177.63054,156.09054,159.01054,168.81054,158.33053999999998,188.19054,153.37053999999998,162.27053999999998,180.01054,151.15053999999998,141.75054,157.03054,170.81054,157.21053999999998,171.41054,171.75054,160.93053999999998,142.85054,147.37053999999998,167.39054,179.89054,163.45054,187.95054,171.07054,191.53054,193.65053999999998,164.33053999999998,139.23054,166.39054,153.77053999999998,167.91054,150.31054,154.97054,202.79054,155.73054,157.59054,156.93053999999998,139.03054,139.65053999999998,152.39054,170.25054,151.37053999999998,167.95054,140.59054,156.25054,174.19054
315,106,0,143.57431,156.37431,162.39431000000002,157.13431,165.89431000000002,171.11431000000002,152.01431000000002,184.53431,152.39431000000002,178.09431,156.51431000000002,159.47431,169.39431000000002,158.79431,188.75431,153.83431000000002,162.69431,180.47431,151.69431,142.31431,157.45431000000002,171.63431,157.63431,171.93431,172.23431000000002,161.53431,143.33431000000002,147.81431,167.95431000000002,180.31431,163.95431000000002,188.55431000000002,171.55431000000002,192.07431,194.09431,164.73431000000002,139.63431,166.99431,154.27431,168.55431000000002,150.77431,155.53431,203.45431000000002,156.17431000000002,158.05431000000002,157.25431,139.45431000000002,140.09431,152.95431000000002,170.79431,151.85431,168.37431,140.95431000000002,156.77431,174.83431000000002
316,106,1,143.90952,156.70905,162.78905,157.44905,166.22905,171.50905,152.38952,184.94905,152.82905,178.40905,156.84905,159.85952,169.98905,159.16905,189.14905,154.18905,163.04905,180.86905,152.07476,142.70905,157.84905,172.24905,158.02905,172.32905,172.62905,161.9481,143.72905,148.14952,168.34905,180.72905,164.36905,189.0081,171.94905,192.5281,194.48905,165.06905,139.94905,167.42905,154.66952,168.96905,151.18905,155.96905,203.88905,156.56905,158.36905,157.64905,139.84905,140.38905,153.34905,171.20905,152.22905,168.68905,141.34905,157.12951999999999,175.24905
317,106,2,144.3154,157.1554,163.2354,157.92078999999998,166.5954,171.9154,152.7554,185.48619,153.2554,178.88079,157.2954,160.2154,170.5154,159.6554,189.5554,154.5754,163.4554,181.4154,152.4154,143.1354,158.29158999999999,172.8154,158.4354,172.9354,173.0354,162.4954,144.1554,148.4754,168.9154,181.2554,164.8754,189.64078999999998,172.3954,192.9754,194.8954,165.4554,140.3554,167.8354,155.2154,169.3754,151.5954,156.4554,204.4754,156.9754,158.8354,158.1154,140.2554,140.7754,153.7754,171.7754,152.8154,169.1954,141.6954,157.5354,175.7754
318,107,0,144.74946,157.60946,163.94946000000002,158.54946,167.20946,172.36946,153.10946,186.12946000000002,153.60946,179.48946,157.74946,160.60973,171.02946,160.16946000000002,190.00946000000002,155.04946,163.92946,182.08946,152.76946,143.56946000000002,158.82946,173.28946000000002,158.96946,173.70891,173.56946000000002,163.00946000000002,144.60946,148.82946,169.46946,181.96946,165.44946000000002,190.34946000000002,172.84946000000002,193.46946,195.38946,166.04946,140.88946,168.34946000000002,155.84946000000002,169.70946,151.98946,156.92946,205.24946,157.38946,159.28946000000002,158.62946000000002,140.68946,141.14946,154.27649,172.36946,153.30946,170.06946000000002,142.18946,157.96946,176.32946
319,107,1,145.16669,158.14668999999998,165.08669,159.18669,168.06669,172.90669,153.72669,187.00669,154.08669,180.26668999999998,158.32668999999999,161.26668999999998,171.66669,160.92668999999998,190.68669,155.82668999999999,164.40669,183.00669,153.46669,144.06669,159.62007,174.22669,159.70668999999998,174.52669,174.26668999999998,163.52669,145.22669,149.28669,170.14668999999998,182.86668999999998,166.48668999999998,191.24669,173.58669,193.98668999999998,196.46338,166.92668999999998,141.66669,169.19013999999999,156.70668999999998,170.30669,152.70668999999998,157.46669,206.04668999999998,158.12669,159.98668999999998,159.30669,141.18669,141.74669,154.84669,172.98668999999998,154.04668999999998,170.58669,142.66669,158.54668999999998,177.18669
320,107,2,145.65943000000001,158.52278,166.43943000000002,160.25943,170.01943,173.41943,154.27943,187.53943,154.51943,180.87943,158.66278,161.79943,172.05943,161.61943,191.43943000000002,156.47943,164.77943,183.43943000000002,153.81631000000002,144.33943,160.37943,174.95943,160.33943,175.13943,174.82648,163.84736,145.65943000000001,149.87943,170.71943000000002,183.29943,167.65943000000001,191.81943,174.05943,194.53943,197.89943,168.85943,143.61943,169.83943,157.47943,170.69943,153.29943,157.93943000000002,206.6266,158.83943,160.43943000000002,159.95943,141.59943,142.28648,155.47943,173.45943,154.31943,171.15353000000002,142.93943000000002,159.03943,177.80886999999998
321,108,0,146.18896,159.02896,167.16896,160.94896,170.68896,174.02896,154.86896000000002,188.26896000000002,155.08896000000001,181.46896,159.16896,162.38896,172.62896,162.26896000000002,192.34896,157.12896,165.30896,183.98896000000002,154.22896,144.72896,160.90896,176.02896,160.94896,175.62896,175.30896,164.64896000000002,146.18896,150.52896,171.25632,183.84896,168.24896,192.28896,174.44896,195.08896000000001,198.46896,169.52896,144.20896000000002,170.42896000000002,158.04896000000002,171.20896000000002,153.98896000000002,158.44896,207.30896,159.40896,160.92896000000002,160.50896,142.12896,142.72896,156.16896,173.98896000000002,154.92896000000002,171.60896,143.36896000000002,159.62896,178.58896000000001
322,108,1,146.83395,159.63395,168.03395,161.51395,171.31395,174.55395,155.55395,188.91395,155.81395,182.17395,159.77395,162.93395,173.11395,162.81395,193.15367,157.67395,165.79395,184.57395,154.85395,145.13395,161.49395,176.55395,161.63395,176.07197,175.71197,165.51395,146.75395,150.99395,171.85395,184.41395,168.79395,192.91395,174.89395,195.55395,198.93395,170.15395,144.79395,170.93395,158.69395,171.53395,154.47395,159.01395,207.85395,159.91395,161.53395,160.93395,142.63395,143.17395,156.65395,174.51395,155.63395,172.19395,143.85395,160.39395,179.07395
323,108,2,148.01295,160.83295,169.41295,162.69295,172.55295,175.4263,156.77295,190.11295,157.01295,183.83295,160.97295,163.91295,174.57295,163.93295,194.93295,158.61604,166.83295,185.35295,156.23295,145.96077,162.55295,177.49295,163.03295,176.88481000000002,176.99295,166.44415,147.69295,152.05295,173.01295,185.21295,169.95295,193.69295,175.9263,196.41295,200.47295,171.39295,145.95295,172.13295,160.21295,172.29561999999999,155.17295,160.37295,209.51295,161.25295,162.66915,162.15295,143.40481,143.94443,157.37295,175.40429,156.57295,173.39295,144.85295,161.41295,179.95295
324,109,0,149.48352,161.68352,170.66351,163.82336,173.94351,176.34669,158.16351,191.48352,157.76352,185.30352,161.82351,165.29676,176.08352,164.94351,196.42352,159.64336,167.98352,186.58352,157.24892,147.02261000000001,163.54352,178.58622,164.62351999999998,178.32351,178.44351,167.22351,148.70352,153.18352,174.16351,186.44351,171.36352,195.10351,177.02352,197.78351,202.44351,172.74352,147.08352,173.04907,163.12906999999998,173.32351,156.52622,161.56351999999998,211.90352000000001,162.20352,164.12669,163.48113,144.16891999999999,144.90352,158.82351,176.60351,157.96352,174.6527,145.83451000000002,162.68352,181.50351
325,109,1,149.91744,162.15743999999998,171.09743999999998,164.33744,174.35744,176.87743999999998,158.66371999999998,191.85744,158.19744,185.85744,162.29744,165.91744,176.71743999999998,165.37743999999998,197.05743999999999,159.99743999999998,168.37743999999998,187.15743999999998,157.85744,147.57744,164.13744,179.15743999999998,165.25744,178.73744,179.07744,167.75744,149.09743999999998,153.69744,174.73744,187.01744,171.95744,195.67744,177.57744,198.25744,203.13744,173.21743999999998,147.43743999999998,173.69744,163.73744,173.95744,156.95744,162.11744,212.47744,162.73744,164.67744,164.02372,144.57744,145.39744,159.45744,177.17744,158.31744,175.05743999999999,146.25744,163.17231,182.15743999999998
326,109,2,150.37921,162.61973,171.57921000000002,164.83921,174.85921000000002,177.39921,159.01921000000002,192.49921,158.67921,186.57921000000002,162.75974,166.39921,177.39921,165.95921,197.65921,160.47921000000002,168.69921000000002,187.69921000000002,158.24092,148.01921000000002,164.65921,179.79921000000002,165.73921,179.39921,179.55921,168.25921,149.55921,153.99921,175.23921,187.55921,172.49921,196.13921000000002,178.08841,198.71921,203.69921000000002,173.69921000000002,147.83921,174.21921,164.23921,174.39921,157.41921000000002,162.66841000000002,213.09921,163.21921,165.15921,164.47921000000002,145.01921000000002,145.79921000000002,159.97921000000002,177.77921,158.69921000000002,175.49921,146.53921,163.75921,182.65921
327,110,0,150.7412,162.9212,172.01373,165.2012,175.2812,177.9212,159.3812,192.8756,159.0812,186.9212,163.0612,166.8412,178.0812,166.3012,198.0612,160.8612,169.0212,188.0812,158.5524,148.4412,165.1012,180.2412,166.1212,179.8612,180.0212,168.7612,149.9412,154.3812,175.6412,187.9412,172.9612,196.5412,178.5412,199.2012,204.1412,174.1812,148.2412,174.6612,164.7812,174.7812,157.8812,163.2212,213.7212,163.6012,165.5612,164.8612,145.27373,146.1412,160.4812,178.2212,159.0012,175.8812,146.9212,164.1612,183.0812
328,110,1,151.10175,163.30175,172.36175,165.50175,175.68175,178.38175,159.76175,193.30175,159.46175,187.34175,163.44175,167.24175,178.69349,166.68175,198.54175,161.22175,169.34175,188.46175,159.01587,148.82175,165.50175,180.70175,166.52175,180.32175,180.42175,169.20175,150.30175,154.70175,176.06175,188.32175,173.36175,197.16175,178.98175,199.70175,204.66175,174.58175,148.60175,175.06175,165.22175,175.16175,158.28175,163.70175,214.06175,163.98175,165.92175,165.24175,145.62175,146.50175,160.84175,178.68175,159.38175,176.22175,147.28175,164.54175,183.62175
329,110,2,151.55131,163.73131999999998,172.73131999999998,165.97132,176.13132,178.79131999999998,160.11131,193.99131,159.89131,188.07263,163.87132,167.65066000000002,179.29131999999998,167.17131,198.97132,161.65132,169.73131999999998,188.93132,159.39131,149.25132,165.99131,181.27131,166.95131,180.87132,180.79131999999998,169.95131,150.69132,155.05131,176.57132,188.77131,173.77131,197.89131,179.51131999999998,200.19132,205.03132,175.03132,149.03132,175.69132,165.73131999999998,175.51131999999998,158.65132,164.23131999999998,214.59132000000002,164.35132,166.35132,165.73131999999998,146.05131,146.87132,161.39131,179.13132,159.87132,176.75132,147.63132,164.99131,184.09132
330,111,0,151.93186,164.11186,173.15186,166.36093,176.57372,179.19186000000002,160.51729,194.50093,160.25093,188.49186,164.25186000000002,168.03186000000002,179.85186000000002,167.55186,199.37186,162.03186000000002,170.06093,189.33186,159.89186,149.85186000000002,166.41186000000002,181.79186,167.35186000000002,181.27186,181.15186,170.45186,151.01186,155.41186000000002,177.15186,189.21186,174.25186000000002,198.59372,179.95186,200.71186,205.51186,175.49186,149.45186,176.15186,166.21186,175.91186000000002,159.03186000000002,164.77186,215.09186,164.75186000000002,166.73186,166.11093,146.45186,147.23186,161.93186,179.55186,160.11186,177.36093,147.96093,165.41186000000002,184.49186
331,111,1,152.33701000000002,164.51701,173.54401000000001,166.72401000000002,177.06401,179.62401,160.90401,194.90401,160.62401,188.94401000000002,164.65701,168.48401,180.74401,167.98401,199.80401,162.42401,170.38401000000002,189.94401000000002,160.38401000000002,150.28401000000002,166.88401000000002,182.24401,167.76401,181.78401000000002,181.56401,170.86401,151.44401000000002,155.86401,177.56401,189.78401000000002,174.84401,199.10401000000002,180.48401,201.17803,206.14401,175.90401,149.84401,176.70401,166.76401,176.50401000000002,159.44401000000002,165.31204,215.56401,165.14401,167.20401,166.48401,146.86401,147.66401000000002,162.44401000000002,180.04401000000001,160.54401000000001,177.78401000000002,148.38401000000002,165.82401000000002,185.04401000000001
332,111,2,152.57811999999998,164.83812,173.93059,167.03812,177.37812,179.99812,161.15812,195.37812,161.00624,189.58624,164.97812,168.87812,181.23058999999998,168.44624,200.16624,162.75812,170.65812,190.33812,160.73812,150.63812,167.30624,182.79811999999998,168.11812,182.22624,181.89812,171.19812,151.84624,156.23812,178.00247,190.17812,175.22624,199.52624,180.88624,201.63058999999998,206.52624,176.25812,150.19812,177.09812,167.27059,176.84624,159.83812,165.69812,216.01812,165.46624,167.64623999999998,166.81812,147.21812,148.01811999999998,162.80624,180.42247,160.89812,178.07811999999998,148.63812,166.15812,185.48247
333,112,0,152.91481000000002,165.15481,174.33481,167.37481,177.73481,180.51481,161.47481000000002,195.91481000000002,161.39481,190.09481,165.29481,169.23481,181.79481,168.91481000000002,200.51481,163.13481000000002,170.97481000000002,190.68442,161.13481000000002,150.99481,167.73481,183.19481000000002,168.45481,182.65481,182.31481000000002,171.65481,152.27481,156.61481,178.41481000000002,190.55481,175.67481,199.91481000000002,181.31481000000002,202.07481,206.87481,176.63481000000002,150.53481000000002,177.45481,167.69481000000002,177.27481,160.21481,166.29481,216.45962000000003,165.81481000000002,168.01481,167.17481,147.55481,148.35481000000001,163.24493999999999,180.85481000000001,161.21481,178.4124,148.93481,166.51481,185.85481000000001
334,112,1,153.27794,165.53381000000002,174.72175,167.75794,178.11794,180.92587,161.83794,196.45793999999998,161.81794,190.49794,165.67793999999998,169.63794,182.47794,169.29793999999998,201.03794,163.51793999999998,171.29793999999998,191.11794,161.53794,151.37794,168.13794,183.69794,168.83794,183.11794,182.71794,172.09794,152.67793999999998,156.97794,178.81794,190.95793999999998,176.05794,200.69794,181.75794,202.57793999999998,207.39793999999998,177.01793999999998,150.85793999999999,177.91794,168.19794,177.75794,160.61794,166.77794,216.95793999999998,166.17793999999998,168.37794,167.53794,147.91794,148.75794,163.67793999999998,181.27794,161.59794,178.79793999999998,149.27794,166.89793999999998,186.41794
335,112,2,153.67354,165.93785,175.17276999999999,168.17785,178.47785,181.31785,162.15785,196.95785,162.23785,190.94568999999998,166.07785,169.99785,183.07785,169.72569,201.39785,163.87785,171.65785,191.72569,161.89785,151.74569,168.55785,184.21785,169.19785,183.51785,183.16138,172.68923,153.11785,157.27785,179.27354,191.55785,176.49354,201.33785,182.15785,203.10138,207.73785,177.39785,151.19785,178.29785,168.61785,178.11785,160.95785,167.29353999999998,217.38568999999998,166.49785,168.78923,167.98568999999998,148.27785,149.11785,164.07785,181.72569,162.02569,179.17785,149.55785,167.25785,186.85353999999998
336,113,0,154.16225,166.46225,175.74225,168.70225,178.86225,181.84224,162.56224,197.66225,162.62223999999998,191.48674,166.60225,170.46225,183.62223999999998,170.26225,201.78224,164.34224,172.02225,192.40223999999998,162.18223999999998,152.22224,169.18223999999998,184.76225,169.66225,184.12223999999998,183.74225,173.32225,153.47408000000001,157.60225,179.80225,192.24225,176.98225,201.93448999999998,182.66225,203.62223999999998,208.30225,177.86225,151.58225,178.84224,169.04225,178.50224,161.38225,167.78224,217.98225,166.86225,169.32225,168.50224,148.70225,149.60225,164.55612,182.28224,162.68223999999998,179.64225,149.98225,167.74225,187.36225
337,113,1,154.63693999999998,167.03694,176.27776,169.35693999999998,179.45694,182.65694,163.09694,198.49694,163.05082,192.27694,167.17694,171.05694,184.27694,170.91693999999998,202.25694,164.92388,172.35693999999998,193.29693999999998,162.73694,152.73694,169.87694,185.41693999999998,170.23694,184.83694,184.38388,173.80388,153.93694,158.04388,180.53694,193.13693999999998,177.81694,202.71694,183.57693999999998,204.13693999999998,209.33694,178.39694,152.01693999999998,179.55694,169.71694,179.39694,161.87694,168.31694,218.64387999999997,167.37694,169.97693999999998,169.01693999999998,149.13693999999998,150.15694,164.99694,183.01082,163.45694,180.33694,150.31694,168.33694,188.04388
338,113,2,154.92719,167.40718999999999,176.62718999999998,169.92438,179.84718999999998,183.08719,163.36719,198.98719,163.42719,192.78718999999998,167.54719,171.40718999999999,184.72718999999998,171.30719,202.64719,165.36719,172.64719,193.60719,163.10719,153.04719,170.32719,185.76719,170.52719,185.30719,184.78718999999998,174.22438,154.22718999999998,158.34718999999998,181.04438000000002,193.44718999999998,178.56718999999998,203.18719,184.02719,204.56718999999998,210.00718999999998,178.86157,152.52719,180.06438,170.10719,179.90718999999999,162.20719,168.80719,219.08719,167.84718999999998,170.32719,169.38719,149.50718999999998,150.48719,165.54719,183.52719,163.86719,180.88719,150.56718999999998,168.94718999999998,188.68719
339,114,0,155.24066000000002,167.72066,176.94066,170.24066000000002,180.18066000000002,183.48066,163.72066,199.48066,163.87132,193.28066,167.86066,171.78066,185.16066,171.68066000000002,203.18066000000002,165.68066000000002,172.98066,194.08066000000002,163.58066000000002,153.46066000000002,170.66066,186.26066,170.84066,185.74066000000002,185.18197,174.76066,154.66066,158.82066,181.54066,193.92066,178.96066000000002,203.64066,184.39131,204.98066,210.33131,179.17355,152.84066,180.54328999999998,170.54066,180.42066,162.56066,169.36066,219.52066000000002,168.19132,170.64066,169.68533,149.87132,150.86066,165.96197,184.05263,164.26066,181.24066000000002,150.94066,169.26066,189.32066
340,114,1,155.65603000000002,168.17413,177.57603,170.67603,180.61603,183.95603,164.17603,199.97603,164.35603,193.68206,168.31413,172.27603,186.01603,172.13603,203.61603,166.17603,173.41603,194.51603,164.01603,153.90206,171.11603,186.77603,171.27603,186.21603000000002,185.67603,175.17603,155.19603,159.21603000000002,181.99603000000002,194.35603,179.51603,204.13603,184.91603,205.61603,210.77603,179.56302,153.19603,181.07603,170.97603,181.03603,163.09603,169.81603,220.08206,168.63603,171.19603,170.11603,150.31603,151.27603,166.44206,184.54206000000002,164.72206,181.61603,151.37603000000001,169.69603,189.77603
341,114,2,156.03336000000002,168.59336000000002,177.97336,171.13336,180.91336,184.33336,164.49336,200.54007,164.77336,194.23336,168.73336,172.69336,186.59336000000002,172.57336,204.11336,166.55336,173.83336,194.99671,164.39336,154.29336,171.51336,187.25336000000001,171.65336000000002,186.71671,186.09336000000002,175.61336,155.57336,159.51336,182.55336,194.81336000000002,179.97336,204.93336000000002,185.37336000000002,206.13671000000002,211.13336,179.83671,153.53336000000002,181.45336,171.39336,181.51336,163.47336,170.31336000000002,220.53336000000002,168.97336,171.63336,170.73336,150.71336000000002,151.65336000000002,166.88342,185.10342,165.15336000000002,181.99336,151.73336,170.03336000000002,190.29336
342,115,0,156.43776,168.99776,178.49776,171.59388,181.47776000000002,184.75776000000002,164.87776000000002,201.09776000000002,165.21776,194.79776,169.13776000000001,173.27776,187.11775,173.01775,204.67775,166.99776,174.26388,195.49776,164.74539,154.61775,172.01775,187.67775,172.11775,187.19776000000002,186.55775,176.09776000000002,155.97776000000002,159.79776,183.15776,195.33775,180.53776000000002,205.53776000000002,185.83775,206.69776000000002,211.63776000000001,180.37776000000002,153.95775,181.91776000000002,171.89775,182.05775,163.89775,170.77776,221.13776000000001,169.45775,172.07776,171.27776,151.13776000000001,152.09776000000002,167.47776000000002,185.77776,165.73775,182.45775,152.01775,170.35776,190.75776000000002
343,115,1,156.82927,169.38926999999998,178.86927,171.94782,181.96927,185.12927,165.20927,201.62927,165.68927,195.30927,169.52927,173.54927,187.52927,173.42927,205.12927,167.36927,174.60927,195.92927,164.97964,155.00927,172.48927,188.16926999999998,172.48927,187.54927,186.92927,176.46927,156.32927,160.11964,183.76927,195.76927,181.02927,206.08927,186.32927,207.02964,212.08927000000003,180.86927,154.46927,182.52927,172.28927,182.42927,164.26927,171.10963999999998,221.50927000000001,169.90927,172.44926999999998,171.64927,151.62927,152.46927,167.76927,186.20927,166.28927,182.92927,152.26927,170.84927,191.14927
344,115,2,157.30518999999998,170.34519,179.57558,172.82519,182.56519,186.02518999999998,165.72519,202.58518999999998,166.62519,196.45558,170.48519,174.30518999999998,188.12519,174.06519,206.04519,168.12519,175.26519,196.36723999999998,165.72519,155.93558000000002,173.26519,189.32519,173.32519,188.18518999999998,187.72519,177.20519,157.24518999999998,160.78519,184.68518999999998,196.22519,181.74518999999998,207.16519,187.20519,207.90039,213.02518999999998,181.46518999999998,154.92519,183.20519,173.14518999999999,183.24518999999998,164.74518999999998,171.76519,222.34519,170.80518999999998,173.38038,172.46518999999998,152.42519,153.05587,168.52518999999998,187.12519,166.94519,184.04038,152.80518999999998,171.84519,192.08518999999998
345,116,0,157.65735,170.77735,179.99735,173.23735,182.97735,186.55735,166.11735,203.31735,167.31735,197.14469,170.91735,174.79735,188.66468999999998,174.43735,206.45735,168.44183999999998,175.67735,196.71184,166.45735,156.42469,173.63735,190.53735,173.73735,188.59735,188.26469,177.53735,157.71735,161.13735,185.21735,196.52122,182.34468999999999,208.11735,187.68469,208.33735,214.05735,181.87735,155.26578,183.85735,173.57735,183.61735,165.09735,172.17735,222.86469,171.30469,173.87735,172.87735,152.91735,153.35789,169.12469,187.87735,167.29735,184.83938999999998,153.07912,172.49735,192.68469
346,116,1,158.11008999999999,171.35009,180.51009,173.67009,183.37009,187.11008999999999,166.69009,203.91009,167.91009,197.67009,171.49008999999998,175.49008999999998,189.33008999999998,174.97009,207.13009,169.01009,176.31009,197.23009,167.07009,156.99008999999998,174.21008999999998,191.27008999999998,174.37009,189.27008999999998,188.89009,178.21008999999998,158.27008999999998,161.59009,185.77008999999998,197.07009,183.07009,208.83008999999998,188.23009,208.99008999999998,214.73018,182.27008999999998,155.63009,184.55008999999998,174.13009,184.35009,165.69009,172.77008999999998,223.43008999999998,171.83008999999998,174.39009,173.27008999999998,153.41009,153.89009,169.71027,188.45009,167.83008999999998,185.22002,153.61008999999999,173.03009,193.37009
