,measure_number,beat_number,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
239,80,2,79.49101999999999,100.57101999999999,91.23102,100.66367,98.45017,108.55102,108.07101999999999,112.09102,94.89102,93.15101999999999,110.23102,98.75102,121.61102,111.73102,116.79101999999999,111.73102,116.47102,91.37102,100.67102,109.27102,110.61102,104.81102,92.43101999999999,111.35101999999999,113.81102,116.75102,102.79101999999999,92.97102,93.54525500000001,112.15101999999999,116.93101999999999,100.41102,110.47102,95.51102,111.11102,111.77102,133.01701,95.29101999999999,106.07101999999999,94.61050999999999,98.77102,97.93101999999999,103.21101999999999,101.53102,84.95102,86.67102,92.15101999999999,108.73102,117.23102,109.43101999999999,88.93101999999999,94.69102,81.87102,113.85101999999999,84.01051,105.05102,112.19102,117.35101999999999
240,81,0,80.042041,100.94204,91.542041,101.06204,98.762041,109.10203999999999,108.48203999999998,112.44203999999999,95.182041,93.502041,110.58203999999999,99.522041,122.08203999999999,112.14204,117.18203999999999,112.09301,117.08203999999999,91.682041,101.48204,110.00204,111.06204,105.22203999999999,92.77801,112.00204,114.10203999999999,117.16203999999999,103.32204,93.442041,93.882041,112.62203999999998,117.34204,101.22204,110.88203999999999,95.822041,111.52203999999999,112.20204,133.38204,95.782041,106.60203999999999,94.962041,99.34204100000001,98.34204100000001,103.62204,102.00204000000001,85.242041,86.962041,92.436408,109.16203999999999,117.64204,109.72601999999999,89.242041,95.082041,82.08601999999999,114.40203999999999,84.262041,105.42204,112.49602,117.76203999999998
241,81,1,80.46398,101.41796,91.86398,101.45796,99.137959,109.65796,108.95796000000001,112.95796000000001,95.617959,93.90398,111.01796000000002,100.07796,122.55796000000001,112.61796000000001,117.63796,112.47796000000001,117.57796,92.15795899999999,102.05796,110.83796000000001,111.59796000000001,105.93796,93.217959,112.51796000000002,114.59796000000001,117.61796000000001,104.21795999999999,93.917959,94.221633,113.09796000000001,117.93265,101.81796,111.37796000000002,96.09349499999999,112.01796000000002,112.67796000000001,133.79796000000002,96.237959,107.07796,95.43795899999999,99.817959,98.79795899999999,104.09796,102.49795999999999,85.637959,87.43795899999999,92.857959,109.61796000000001,118.11796000000001,110.09796000000001,89.691592,95.53398,82.37699,115.27796000000001,84.737959,106.03796000000001,112.93796,118.23796000000002
242,81,2,80.849796,101.7899,92.24979599999999,101.8498,99.509796,110.0498,109.3498,113.3498,95.895685,94.289796,111.4098,100.4698,123.0098,113.0498,118.0298,112.8698,117.9698,92.499898,102.4498,111.2298,111.9898,106.3298,93.569796,112.9098,114.9698,118.0898,104.6098,94.409796,94.52979599999999,113.4898,118.2898,102.2098,111.7698,96.369796,112.3898,113.0698,134.1898,96.609796,107.4898,95.829796,100.2298,99.189796,104.4898,102.7898,85.87704699999999,87.849796,93.229796,110.0098,118.5098,110.4698,90.009796,95.88979599999999,82.65469399999999,115.6698,85.08979599999999,106.4498,113.3098,118.7298
243,82,0,81.154286,102.19429000000001,92.654286,102.09429,99.90214300000001,110.57428999999999,109.81428999999999,113.77429,96.034286,94.554286,111.79428999999999,101.09429,123.53428999999998,113.57428999999999,118.57428999999999,113.27429,118.49428999999999,92.83428599999999,103.05429000000001,111.87428999999999,112.57428999999999,106.75429,93.779481,113.53428999999998,115.29428999999999,118.59428999999999,105.03428999999998,95.034286,94.894286,113.91429,118.71428999999999,102.79429,112.23428999999999,96.794286,112.77429,113.81428999999999,134.51429,97.034286,108.17428999999998,96.11591800000001,100.93429,99.594286,104.91429,103.19429000000001,86.094286,88.194286,93.454286,110.43428999999999,119.05429,110.79428999999999,90.354286,96.254286,82.83428599999999,116.45857,85.514286,106.99428999999999,113.57428999999999,119.13429
244,82,1,81.61913299999999,102.72653000000001,93.14653100000001,102.48653,100.34653,111.08653000000001,110.30653000000001,114.22653000000001,96.406531,95.08653100000001,112.08653000000001,101.62653,124.04653,114.08653000000001,119.08653000000001,113.72653000000001,119.00653,93.186531,103.54653,112.30653000000001,113.02653000000001,107.32653,93.986531,113.98653,115.73808000000001,119.08653000000001,105.74653,95.526531,95.338076,114.38653000000001,119.14653,103.24653,112.76653,97.28653100000001,113.36653000000001,114.30653000000001,134.98653000000002,97.44653100000001,108.66653000000001,96.326531,101.42653,100.08653000000001,105.40653,103.66653000000001,86.53551,88.686531,93.868844,110.91276,119.44653000000001,111.28653,90.70653100000001,96.766531,83.306531,117.07611999999999,85.846531,107.46653,114.08653000000001,119.56653
245,82,2,81.96704100000001,103.14408,93.507041,102.90408000000001,100.76408,111.54633000000001,110.72408,114.52852,96.74408199999999,95.504082,112.48408,102.04408000000001,124.46408000000001,114.54408000000001,119.48408,114.14408,119.52408,93.60408199999999,103.96408000000001,112.70703999999999,113.44408,107.74408000000001,94.40408199999999,114.48408,116.08408,119.52408,106.16408,95.897041,95.661361,114.80408,119.58408,103.66408,113.22408,97.584082,113.75703999999999,114.72408,135.36408,97.844082,109.10408000000001,96.68408199999999,101.84408,100.48704000000001,105.82408000000001,104.08408,86.82408199999999,89.020816,94.207041,111.24408000000001,119.82408000000001,111.66408,91.101361,97.161361,83.61940799999999,117.64408,86.264082,107.90408000000001,114.50408,119.98408
246,83,0,82.320918,103.61551,93.79551,103.11551,101.09551,112.13551000000001,111.13551000000001,114.93551000000001,97.01550999999999,95.91551,112.83551000000001,102.79551,124.95551,114.99551000000001,119.99551000000001,114.67551,119.99551000000001,94.17551,104.43551,113.00275,113.87551,108.21551000000001,94.67551,115.03551000000002,116.3871,119.95551,106.63551000000001,96.040689,95.95551,115.17551,120.01551,104.17551,113.63551000000001,97.98275500000001,114.01551,115.43551000000001,135.83551,98.07551,109.63551000000001,97.05551,102.27551,100.79551,106.23551,104.43551,87.23550999999999,89.327102,94.41551,111.59551,120.17551,112.07551000000001,91.33551,97.467102,83.822216,118.05551000000001,86.572755,108.3111,114.87551,120.39551000000002
247,83,1,82.800816,104.12082,94.32081600000001,103.64081999999999,101.62082,112.74082,111.66082,115.30082,97.540816,96.360816,113.22081999999999,103.34082,125.56081999999999,115.38082,120.52082,115.20082,120.52082,94.700816,104.96082,113.42081999999999,114.32082,108.80082,95.220816,115.54082,116.88082,120.58081999999999,107.32082,96.500816,96.440816,115.60082,120.54082,104.56081999999999,114.08081999999999,98.360816,114.54082,115.94082,136.30082,98.53360500000001,110.16082,97.400816,102.76082,101.28081999999999,106.76082,104.96082,87.760816,89.840816,95.000816,112.12082,120.68082,112.48082,91.860816,97.980816,84.300816,118.82082,87.020816,108.70082,115.40082,120.82082
248,83,2,83.147347,104.52735,94.708673,103.88735,101.78735,113.24735,112.06735,115.63434,97.947347,96.787347,113.62735,103.88735,126.04735,115.78735,120.96735,115.60735,120.94735,95.367347,105.40735,113.64735,114.72735,109.20735,95.612891,115.94735,117.22735,121.04735,107.80735,96.66734699999999,96.707347,115.90735,120.94735,104.96735,114.48735,98.758673,114.77216999999999,116.44735,136.70735,98.587347,110.70735,97.807347,103.14735,101.62735,107.16735,105.38735,88.057823,90.287347,95.57578199999999,112.54735,121.04735,112.88735,92.367347,98.415782,84.61973499999999,119.34735,87.347347,108.80735,115.92735,121.24735
249,84,0,83.63714300000001,105.13713999999999,95.117143,104.19714,102.21714,113.67714,112.53714,116.07713999999999,98.19714300000001,97.305714,114.11713999999999,104.51714,126.53714,116.27713999999999,121.46428999999999,116.09714,121.41713999999999,95.757143,105.77713999999999,114.09714,115.17714,109.82428999999999,95.83714300000001,116.53714,117.61713999999999,121.56428999999999,108.31714,97.097143,97.19714300000001,116.39714,121.35713999999999,105.45714,114.99713999999999,99.21714300000001,115.01714,117.47713999999999,137.15714,99.077143,111.33713999999999,98.21714300000001,103.49714,102.01714,107.65713999999998,105.89714,88.257143,90.69714300000001,95.977143,113.03714,121.53714,113.35713999999999,92.85714300000001,98.77714300000001,85.017143,119.89714,87.83714300000001,109.31714,116.43857,121.81714
250,84,1,84.14285699999999,105.78286000000001,95.702857,104.70286,102.84286,114.32286,113.10286,116.54286,98.842857,98.042857,114.72286000000001,105.18286,127.16286000000001,116.79257,122.04643,116.70286000000002,121.96286,96.36285699999999,106.36286000000001,114.70286000000002,115.76286,110.62286,96.382857,117.18286,118.12821000000001,122.22286000000001,109.01428999999999,97.622857,97.762857,116.96286,121.90286,106.08286000000001,115.59571000000001,99.728571,115.50286000000001,118.09321000000001,137.76286000000002,99.490347,111.96286,98.72285699999999,104.08286,102.60285999999999,108.28286000000001,106.46286,88.822857,91.266429,96.542857,113.68286,122.08286000000001,113.92286000000001,93.462857,99.280952,85.58285699999999,120.52286000000001,88.462857,109.88286000000001,117.12286,122.46286
251,84,2,84.72,106.65,96.53,105.37,103.55,115.11,113.77,117.17,99.43,98.83,115.37,106.07,127.87,117.285,122.71,117.43,122.67,97.11,107.07,115.32,116.47,111.89,97.09,117.99,118.76,123.07,109.99,98.21,98.45,117.67,122.59,106.79,116.37,100.29,116.19,118.61,138.51,99.50945899999999,112.83,99.37,104.65,103.33,108.99,107.17,89.45,91.91,97.35,114.39,122.75,114.69,94.11,99.77,86.17,121.49,89.13,110.35,117.85,123.39
252,85,0,85.368163,107.68816000000001,97.708163,106.10816000000001,103.92815999999999,116.22816,114.70816,117.96816000000001,100.00816,99.806327,115.74816000000001,107.78816,129.18448999999998,118.00816,123.60816000000001,118.48816000000001,123.82816000000001,98.486327,107.98816000000001,115.78816,117.40816000000001,113.28633,97.468163,119.24816000000001,119.10633,124.52816000000001,111.12816000000001,98.466327,99.268163,118.52816000000001,123.60816000000001,107.70816,117.52816000000001,100.82816,117.30816000000002,119.54816000000001,139.64633,100.48816,114.06816,100.34816,105.36633,105.12816000000001,110.00816,108.36816,90.168163,92.428163,98.299541,115.24816000000001,123.56816,115.82816000000001,95.128163,100.22816,86.448163,122.66816000000001,89.888163,111.05605,118.84816000000001,124.42816
253,85,1,85.814286,108.31428999999999,98.134286,106.67428999999998,104.61429,116.97429,115.47429,118.83429,100.75429,100.45429,116.35428999999999,108.47429,130.05428999999998,118.93428999999999,124.33429,119.13429,124.49428999999999,99.194286,108.63213999999999,116.71428999999999,118.01428999999999,113.75429,98.154286,119.73857,119.69429,125.63429,111.71428999999999,99.074286,99.754286,119.25429,124.33429,108.34213999999999,118.29428999999999,101.43214,118.23428999999999,120.07428999999999,140.51429,100.93429,114.89428999999998,100.93429,105.86214,105.73428999999999,110.47429,109.11429,90.774286,92.83428599999999,98.774286,115.83429,124.21428999999999,116.71428999999999,95.894286,100.81429,87.154286,123.63429,90.354286,111.59428999999999,119.55429,125.15213999999999
254,85,2,86.013878,108.65388,98.453878,107.01388,104.91388,117.43388,115.87388,119.23388,101.03388000000001,100.79388,116.75388000000001,108.75388000000001,130.49388000000002,119.45388,124.71388,119.51388,124.95388,99.49387800000001,108.95388,117.21388,118.39388000000001,114.01388,98.473878,120.09388,119.99388,126.25388000000001,112.05388,99.411939,100.17388000000001,119.73388,124.67388000000001,108.67388000000001,118.64463,101.73388,118.71388,120.43388,140.93388000000002,101.27388,115.21388,101.43388,106.15388,106.03388000000001,110.81388000000001,109.43388,91.093878,93.133878,99.033878,116.19388000000001,124.61776,117.09388,96.313878,101.13388,87.49387800000001,124.17388000000001,90.64193900000001,111.93388,119.91388,125.41388
255,86,0,86.240408,108.9352,98.700408,107.26041000000001,105.22041000000002,117.74041000000001,116.24041000000001,119.50041,101.32041,101.06041,117.06041,108.98041,130.80041,119.91082,125.04041000000001,119.82041000000001,125.30041000000001,99.72040799999999,109.06041,117.56041,118.70041,114.22041000000002,98.640408,120.41082,120.30041000000001,126.72041000000002,112.3526,99.600408,100.46041,120.00041,124.96041000000001,108.78041,118.97081999999999,101.94041,118.96041000000001,120.74041000000001,141.32204,101.50041,115.52041000000001,101.80041,106.42041,106.32041000000001,111.12041,109.68041000000001,91.380408,93.44040799999999,99.280408,116.44041000000001,124.96041000000001,117.40041000000001,96.641225,101.40041,87.780408,124.54123,90.900408,112.24041000000001,120.28041,125.76041000000001
256,86,1,86.51129300000001,109.21388,98.933878,107.51388,105.49388,118.11388000000001,116.55388,119.77388,101.57388,101.35388,117.35388,109.25388000000001,131.23388,120.27388,125.39388000000001,120.15388,125.83388000000001,99.99387800000001,109.29388,117.95388,119.07388,114.51388,98.913878,120.73388,120.61388000000001,127.07388,112.57388,99.893878,100.73388,120.35388,125.25388000000001,109.03388000000001,119.29388,102.25388000000001,119.23388,121.05388,141.67388,101.77388,115.77388,102.07388,106.69388000000001,106.59388,111.39388000000001,109.93388,91.673878,93.693878,99.553878,116.71388,125.37388,117.65388,96.933878,101.69388000000001,88.093878,124.93388,91.173878,112.55388,120.59388,126.09388
257,86,2,86.788673,109.64735,99.327347,107.88735,105.90735,118.64735,117.06735,120.24735,101.94866999999999,101.78735,117.88735,109.62735,131.76735,120.90735,125.84735,120.66735,126.24735,100.42735,109.79867,118.41637,119.48735,114.92735,99.287347,121.10735,121.12735,127.58735,112.97867,100.17934,101.16735,120.74735,125.74735,109.52735,119.80735,102.76735,119.80735,121.54735,142.12735,102.18735,116.12735,102.50735,106.99866999999999,106.98735,111.90735,110.26735,92.087347,94.187347,99.88734699999999,117.20735,125.90735,118.06735,97.487347,102.16735,88.52734699999999,125.36735,91.487347,112.84735,121.06735,126.44735
258,87,0,87.091542,110.05463,99.71154200000001,108.23154,106.29154,119.13616999999999,117.49771000000001,120.69153999999999,102.29154,102.19617,118.31771,110.03153999999999,132.35925,121.35616999999999,126.29308,121.21153999999999,126.63925,100.77154,110.15771000000001,118.67617,119.87617,115.29463,99.63154200000001,121.47308000000001,121.69153999999999,128.22541999999999,113.33153999999999,100.49154,101.61617,121.11153999999999,126.23617,109.89617,120.25771,103.19925,120.15308,122.01616999999999,142.67154,102.51154,116.69153999999999,102.87308,107.35153999999999,107.35153999999999,112.27153999999999,110.73617,92.471542,94.531542,100.27154,117.57153999999998,126.33153999999999,118.51308,98.051542,102.55771,88.899252,125.85771000000001,91.831542,113.25153999999999,121.47463,126.83153999999999
259,87,1,87.363674,110.42367,100.00367,108.52367,106.62366999999999,119.68366999999999,118.04366999999999,121.15735,102.58367,102.66367,118.68366999999999,110.36367,132.94367,121.94367,126.76366999999999,121.70366999999999,127.08367,101.12366999999999,110.56367,119.23735,120.28367,115.64367,99.983674,121.80367,122.14367,128.92367,113.64367,100.82366999999999,102.00367,121.50367,126.70366999999999,110.28367,120.80367,103.66367,120.52367,122.46367,143.20367,102.80367,117.10367,103.25735,107.68366999999999,107.68366999999999,112.60367,111.24367,92.803674,94.86367299999999,100.64367,117.94367,126.76366999999999,118.94367,98.363674,102.96367,89.423674,126.28367,92.103673,113.67735,121.88367,127.28367
260,87,2,87.636225,110.80245,100.28622,108.79523999999999,106.94245,120.04245,118.40245,121.46245,102.84245,102.98245,118.96245,110.63873999999998,133.34245,122.44245,127.12245,122.08245,127.50245,101.43621999999999,110.83208,119.98245,120.58245,115.88245,100.28623,122.14245,122.44748,129.36245,113.92245,101.10245,102.36245,121.84245,127.04245,110.53873999999999,121.13623,103.92245,120.92245,122.80245,143.62245,103.10245,117.38245,103.62245,108.00245,107.98245,112.92245,111.52245,93.102449,95.182449,100.92245,118.36245,127.14245,119.26245,98.642449,103.30245,89.782449,126.76245,92.40049,114.04245,122.22245,127.60245
261,88,0,87.94898,111.14898000000001,100.52898,109.01948999999999,107.22898,120.40898,118.76898,121.84898000000001,103.10975,103.28898000000001,119.36898000000001,110.90898,133.74796,123.00898000000001,127.52898,122.52898,127.92898000000001,101.68898,111.10898,120.56796000000001,120.94898,116.20898000000001,100.48898,122.52898,122.82898,129.76796000000002,114.21949,101.42898000000001,102.74898,122.22898,127.40898,110.82898,121.50898000000001,104.22898,121.24898,123.20898000000001,144.06592,103.39949,117.72898,104.00898000000001,108.40898,108.30975,113.30898,111.82898,93.38898,95.46898,101.28898000000001,118.74898,127.58898,119.58948999999998,98.96898,103.66898,90.16898,127.26286,92.68898,114.40898,122.68898,128.00898
262,88,1,88.19551,111.38517,100.79551,109.25551000000002,107.47551000000001,120.69551000000001,119.12653,122.11551000000001,103.37550999999999,103.59551,119.57551000000001,111.13551000000001,134.09551000000002,123.33551000000001,127.85551000000001,122.79551000000001,128.37551000000002,101.95551,111.37551,121.07551000000001,121.31551,116.47551000000001,100.73550999999999,122.81551,123.11551000000001,130.15551000000002,114.47551000000001,101.66516999999999,103.03551,122.57551000000001,127.67551,111.09551,121.83551000000001,104.53551,121.51551,123.47551000000001,144.35551,103.7185,118.07551000000001,104.25551,108.65551,108.57551000000001,113.57551000000001,112.13551000000001,93.62517,95.73550999999999,101.55551,119.01551,127.93551000000001,119.83551000000001,99.23550999999999,103.89551,90.45551,127.61551000000001,92.92517,114.71551000000001,122.97551000000001,128.25551000000002
263,88,2,88.60639499999999,111.7864,101.1864,109.6464,107.88638999999999,121.1464,119.6064,122.52638999999999,103.7664,103.9864,120.02638999999999,111.52638999999999,134.6264,123.9064,128.26639,123.4264,128.7864,102.2982,111.7064,121.7064,121.7464,116.8464,101.1464,123.1464,123.52638999999999,130.7464,114.7664,101.9864,103.4464,123.0664,128.0864,111.4264,122.2464,104.9264,121.93546,123.88638999999999,144.7264,104.0864,118.4064,104.6464,108.9864,108.9264,113.9864,112.3282,93.986395,96.146395,101.9064,119.4264,128.5264,120.2264,99.726395,104.3264,90.986395,128.0264,93.24639499999999,115.0664,123.4064,128.66638999999998
264,89,0,88.855102,112.0951,101.5351,109.9551,108.2751,121.5751,120.0602,122.9151,104.0802,104.3351,120.3751,111.8551,135.0751,124.3551,128.5751,123.8951,129.1551,102.5151,112.0551,122.1951,122.0951,117.1951,101.4551,123.4551,123.9551,131.0551,115.0751,102.2551,103.8751,123.4151,128.4951,111.7951,122.7151,105.2951,122.2151,124.2751,145.2351,104.3751,118.7151,104.9551,109.2951,109.2351,114.2951,112.5551,94.295102,96.455102,102.2151,119.7951,128.9151,120.5802,100.0351,104.7151,91.295102,128.3951,93.495102,115.3751,123.8551,129.0351
265,89,1,89.204898,112.5849,101.85497,110.3049,108.6049,122.0049,120.6849,123.3849,104.60163,104.77745,120.7249,112.2249,135.7849,124.9249,129.0849,124.4649,129.5649,102.8649,112.4449,122.6649,122.5049,117.5649,101.9649,123.8049,124.4249,131.9249,115.41745,102.6449,104.2849,123.8449,128.9049,112.1649,123.2449,105.6849,122.6249,124.9649,145.9049,104.7049,119.2049,105.3249,109.67745,109.6249,114.6449,113.16163,94.677449,96.787449,102.66745,120.1449,129.3449,121.0649,100.3649,105.1049,91.824898,128.8649,93.824898,115.8449,124.2249,129.4849
266,89,2,89.424308,112.88431000000001,102.12431,110.50431,108.82431000000001,122.33861999999999,121.00431,123.66431000000001,104.84431,105.06431,120.96431000000001,112.46431000000001,136.18431,125.34431000000001,129.38431,124.78431,129.97862,103.14431,112.68431000000001,123.04431000000001,122.80431000000002,117.80431000000002,102.20430999999999,124.10431000000001,124.70431,132.26431000000002,115.66431000000001,102.90431,104.64431,124.20431,129.18431,112.42431,123.52431000000001,105.94431000000002,122.88431000000001,125.26431000000001,146.26431000000002,105.02431000000001,119.46431000000001,105.68431000000001,109.93862,109.86431,114.94431000000002,113.42431,94.94430799999999,97.064308,102.92430999999999,120.59862,129.76431000000002,121.36431,100.62431,105.40431000000001,92.124308,129.28431,94.092862,116.20431,124.52431000000001,129.76431000000002
267,90,0,89.731429,113.13071000000001,102.36536,110.79143,109.10036000000001,122.65143,121.35143000000001,123.95143,105.12381,105.35143000000001,121.29143,112.69143000000001,136.53143,125.73286,129.73143000000002,125.15143,130.33143,103.49143000000001,112.89048000000001,123.51143,123.11071000000001,118.03143,102.47143,124.45286000000002,125.09143,132.63143,115.90381000000001,103.13143000000001,104.95143,124.57286,129.53143,112.59143,123.87143,106.21143000000001,123.13143000000001,125.57143,146.59143,105.25071000000001,119.73143,105.95143,110.21048,110.13713999999999,115.29143,113.58071000000001,95.21142900000001,97.391429,103.25143,120.89143,130.13143,121.66071000000001,100.85143000000001,105.69143000000001,92.371429,129.67143000000002,94.311429,116.51143,124.89143,130.13143
268,90,1,89.966122,113.39837,102.62418000000001,111.05837,109.37836999999999,122.97837,121.71837,124.22418,105.37836999999999,105.63837,121.55837,112.97118999999999,136.87837,126.09836999999999,130.05837,125.49837,130.77837,103.61837,113.13837,123.79836999999999,123.43836999999999,118.29836999999999,102.70418000000001,124.75837,125.41837,132.97836999999998,116.15836999999999,103.41837,105.21837,124.89708999999999,129.81837,112.87836999999999,124.19837,106.49837,123.37836999999999,125.87836999999999,146.87837,105.63837,120.03837,106.23836999999999,110.45837,110.39418,115.57836999999999,113.97837,95.484184,97.67836700000001,103.53837,121.13837,130.47836999999998,121.91837,101.09836999999999,105.99837,92.67836700000001,129.97836999999998,94.578367,116.79966999999999,125.17837,130.45837
269,90,2,90.27408199999999,113.75408,102.95408,111.39408,109.73408,123.37408,122.17408,124.57408000000001,105.75408,105.97408,121.93408000000001,113.25408,137.35408,126.53408,130.41408,125.99408000000001,131.17408,104.01408,113.53816,124.13408000000001,123.73408,118.63408000000001,103.09408,125.09408,125.79408000000001,133.46225,116.43408000000001,103.83408,105.55408,125.23408,130.25408000000002,113.27408,124.65408000000001,106.89408,123.69408,126.23408,147.21408,105.89408,120.39408,106.56204,110.79408000000001,110.73408,115.97408,114.36204,95.834082,97.954082,103.81408,121.55408,130.89408,122.29408000000001,101.47408,106.33408,93.014082,130.35408,94.81602,117.14204,125.57816000000001,130.75408000000002
270,91,0,90.510612,114.07061000000002,103.27060999999999,111.79061000000002,110.23061000000001,123.85061,122.53061000000001,124.93061000000002,105.99061,106.25061000000001,122.31061000000001,113.51061000000001,137.79061000000002,126.97061000000001,130.81011999999998,126.49061,131.51061,104.28004,113.9502,124.43061000000002,124.09061000000001,118.97061000000001,103.37812,125.37061000000001,126.07061000000002,133.97061000000002,116.69061,103.95515,105.85061,125.49061,130.75061000000002,113.6702,125.21061,107.27061,124.09061000000001,126.65061000000001,147.63061000000002,106.19061,120.97061000000001,106.83061000000001,111.15812,111.05061,116.37061000000001,114.75061000000001,96.150612,98.150612,104.21061,121.91061,131.27061,122.65061000000001,101.80031,106.71061,93.370612,130.75061000000002,95.010306,117.51061000000001,126.01061000000001,131.15061
271,91,1,90.864739,114.64473999999998,103.78474,112.8037,110.96473999999999,124.80474,123.24474,125.50473999999998,106.38474,106.76473999999999,123.04473999999999,114.02474,138.64473999999998,127.74474,131.22474,127.18473999999999,132.10474,104.54474,114.30474,124.80474,124.72474,119.32473999999999,103.72474,125.78473999999999,126.82473999999999,134.78474,117.10473999999999,104.44474,106.36737,126.10473999999999,131.30473999999998,114.04473999999999,125.94474,107.76473999999999,124.76473999999999,127.12473999999999,148.26474,106.56868999999999,121.60473999999999,107.26473999999999,111.38474,111.54473999999999,117.06473999999999,115.34473999999999,96.79947800000001,98.52736999999999,104.76474,122.55948000000001,131.82474,123.24474,102.08474,107.08474,93.93947800000001,131.22474,95.39737,118.12473999999999,126.66474,131.66474
272,91,2,91.100408,115.02041000000001,104.14041,113.30041000000001,111.56041,125.30041000000001,123.70041,125.90041000000001,106.78041,107.16041000000001,123.48041,114.42041,139.14041,128.18041000000002,131.66041,127.70041,132.66041,104.90041000000001,114.82041000000001,125.18041000000001,125.16041000000001,119.60041000000001,104.00041,126.22041000000002,127.18041000000001,135.30041,117.4068,104.72041,106.68041000000001,126.58041000000001,131.76041,114.54041000000001,126.40041000000001,108.06041,125.12041,127.52041000000001,148.76041,106.88041000000001,122.04041000000001,107.72041000000002,111.68041000000001,111.86041000000002,117.52041000000001,115.80041000000001,97.240408,98.840408,105.10041000000001,123.10041000000001,132.34041000000002,123.64041,102.34040999999999,107.50041,94.260408,131.74041,95.62520400000001,118.60041000000001,127.14041,132.02041
273,92,0,91.45102,115.35101999999999,104.46367,114.17102,112.27102,125.81102,124.21101999999999,126.27102,107.19102,107.51102,123.89102,115.05102,139.87102,128.61102,131.99051,128.09102,133.15102,105.28051,115.55102,125.69102,125.57101999999999,119.89102,104.41102,126.71101999999999,127.51102,136.11102,117.77102,105.05526,106.97102,126.97102,132.31101999999998,115.25102,126.81102,108.38051000000002,125.41102,127.86026000000001,149.39102,107.21101999999999,122.45102,108.22051,112.07051000000001,112.21101999999999,117.93101999999999,116.26051000000001,97.63101999999999,99.09102,105.43101999999999,123.47102,132.97034,124.07101999999999,102.65101999999999,107.89102,94.65034,132.27102,95.86050999999999,119.09051000000001,127.73051000000001,132.37102
274,92,1,91.636735,115.97673999999999,104.75674000000001,114.49673999999999,112.60866999999999,126.31673,124.71673999999999,126.43673999999999,107.55673999999999,107.79673999999999,124.39674,115.37673999999998,140.37673999999998,129.03673,132.38779,128.59673999999998,133.63225,105.75674,115.85673999999999,126.03673,125.93673999999999,120.17673,104.65674,127.21673999999999,127.91673999999999,136.62347,118.07673999999999,105.31673,107.29673999999999,127.49673999999999,132.81673,115.59337,127.31673,108.69673999999999,125.92347,128.14668,149.95674,107.67673,122.91673999999999,108.65673999999999,112.31673,112.59674,118.43673999999999,116.65673999999999,98.096735,99.425561,105.93673999999999,123.84337,133.43674,124.55673999999999,103.15674,108.17673,95.11673499999999,132.67674,96.056735,119.45673000000001,128.17674,132.83674
275,92,2,92.38609699999999,116.73878,105.33488,115.15493000000001,113.13491,127.04218999999999,125.73438999999999,127.17495,108.47305,108.2308,125.51878,115.73878,141.55878,130.00439,133.03375,129.51305,134.37341,106.20218999999999,116.59212,126.67719,127.05878,120.68439,105.45203000000001,128.10439,128.56776000000002,137.63257,118.73718999999998,106.11169,107.9174,128.23058,134.33878,116.31222,128.11405,109.45405,126.79305,128.75037,151.33878,108.11328999999999,123.95878,109.42288,113.13878000000001,113.18439,119.35876999999999,117.55878,98.718776,99.756751,106.67286999999999,124.54218999999999,134.15958999999998,125.51265,103.99229,108.59477,95.471693,133.47137,96.478776,120.17878,129.08268,133.57878
276,93,0,92.51795899999999,117.99796,106.69796000000001,116.75796000000001,114.47796000000001,127.99796,126.83796000000001,127.91198999999999,109.99796,108.97796000000001,126.99796,117.09796000000001,143.01796000000002,131.37796,133.95796,130.97796,135.29796000000002,107.25796000000001,117.71796,127.47796000000001,127.94398000000001,122.13796,106.89796000000001,129.69796000000002,130.09796,139.09796,119.61612,106.57796,108.95796000000001,129.61796,136.41796000000002,117.43796,129.29796000000002,110.45796000000001,127.75796000000001,129.25796,153.57796000000002,108.61796000000001,125.27796000000001,109.95931999999999,114.23796000000002,114.33796000000001,120.69796000000001,118.37796000000002,99.62398,100.41796,107.45796000000001,125.83796000000001,135.18398,126.37796000000002,104.81796,109.29796,96.317959,134.48398,96.757959,121.31796000000001,130.03796,134.63796000000002
