,measure_number,beat_number,pid1263b-19,pid5667285b-10,pid9048b-22,pid9049b-19,pid9050b-21,pid9054b-21,pid9055b-19,pid9058b-19,pid9059b-23,pid9060b-17,pid9061b-16,pid9062b-22,pid9063b-25,pid9064-02,pid9066b-19,pid9067-27,pid9069-19,pid9070b-31,pid9072b-23,pid9074g-19,pid9075b-19,pid9088-25,pid9090-26,pid9094b-27,pid9097-15,pid9098-07,pid9099b-25,pid9100b-08,pid9104b-19,pid9111b-21,pid9112-11,pid9114-34,pid9118b-25,pid9137-22,pid9139b-21,pid9153b-21,pid9166b-09,pid9170b-21,pid9172-12,pid9174b-19,pid9190-11,pid9192b-21
163,55,1,102.19837,76.118367,85.498367,72.998367,89.95836700000001,76.358367,90.39836700000001,63.047672999999996,75.478367,93.618367,91.358367,101.57836999999999,105.83837,88.058367,140.81837,73.95836700000001,78.698367,66.787673,77.698367,80.987673,61.427092,103.93836999999999,86.858367,78.358367,112.25837,83.758367,86.53836700000001,76.658367,81.478367,84.45836700000001,65.388338,71.09836700000001,114.29836999999999,110.85837,69.227092,85.658367,90.638367,87.338367,60.878367000000004,74.718367,66.208338,77.618367
164,55,2,102.74920999999999,76.529206,86.009206,73.309206,90.529206,76.829206,90.90920600000001,63.409206000000005,75.92920600000001,94.469206,91.868413,102.38920999999999,106.50921000000001,88.528413,141.88921000000002,74.40920600000001,79.169206,67.229206,78.149206,81.42920600000001,61.729206000000005,104.52920999999999,87.329206,78.70920600000001,113.06921000000001,84.28920600000001,87.009206,77.20841300000001,81.92920600000001,84.949206,65.829206,71.729206,114.92921000000001,111.68921,69.649603,86.12920600000001,91.20920600000001,87.809206,61.229206000000005,75.169206,66.649206,78.06920600000001
165,56,0,103.31619,76.97619,86.53619,73.63619,91.25619,77.23619000000001,91.60238100000001,63.77619,76.35619,95.07619,92.43619,103.16238,107.16238,89.03619,142.91619,74.79619,79.69619,67.69619,78.59619,81.87619000000001,62.036190000000005,105.26238000000001,87.89619,79.09619,113.55618999999999,84.71619,87.46238100000001,77.55619,82.41619,85.45619,66.19619,72.11619,115.75618999999999,112.63618999999998,70.05619,86.622381,91.87619000000001,88.27619,61.61619,75.57619,67.05619,78.43619
166,56,1,104.00776,77.54775500000001,87.247755,74.26775500000001,92.12775500000001,77.727755,92.507755,64.12775500000001,76.927755,95.60775500000001,93.207755,103.94776,107.82776000000001,89.90775500000001,144.10776,75.307755,80.307755,68.287755,79.04775500000001,82.287755,62.48775500000001,106.40775,88.487755,79.68775500000001,114.26775,85.227755,88.10775500000001,78.12775500000001,82.987755,86.287755,66.747755,72.527755,116.70776000000001,113.46776000000001,70.447755,87.247755,92.847755,88.947755,61.967755000000004,75.947755,67.527755,78.927755
167,56,2,104.65982,77.97981899999999,87.679819,74.69981899999999,92.61981899999999,78.159819,92.939819,64.55981899999999,77.35981899999999,96.039819,93.63981899999999,104.45982,108.25981999999999,90.798004,145.31799999999998,75.739819,80.83981899999999,68.529074,79.35981899999999,82.719819,62.689217000000006,107.03981999999999,88.99981899999999,80.11981899999999,114.69981999999999,85.659819,88.77945600000001,78.50745500000001,83.41981899999999,86.739819,66.948727,72.951964,117.49799999999999,114.74819,70.748727,87.819819,93.27981899999999,89.379819,62.399818999999994,76.379819,67.848546,79.33981899999999
168,57,0,105.721,78.52099799999999,88.640998,75.220998,93.580998,78.540998,94.040998,64.973444,77.900998,96.740998,94.66099799999999,105.561,109.12100000000001,91.440998,146.281,76.120998,81.440998,68.966999,79.840998,83.187749,63.146999,108.48100000000001,89.66099799999999,80.66099799999999,116.241,86.140998,89.320998,78.967749,83.940998,87.640998,67.440998,73.400998,118.521,115.361,71.245499,88.580998,94.140998,90.111995,62.6685,76.760998,68.360998,79.66099799999999
169,57,1,106.44041000000001,79.040408,89.280408,75.780408,94.240408,78.980408,94.960408,65.440136,78.44040799999999,97.420408,95.400408,106.34041,109.76041000000001,92.260408,147.30041,76.620136,81.960408,69.44040799999999,80.325204,83.620408,63.582602,109.72041000000002,90.36040799999999,81.320408,116.92041,86.640408,90.060408,79.600408,84.620408,88.120408,67.900408,73.94008199999999,119.34041,116.11081999999999,71.680408,89.163801,94.820408,90.640408,63.084081999999995,77.380136,68.921735,80.08040799999999
170,57,2,106.91946000000002,79.472364,89.759456,76.19945600000001,94.83945600000001,79.439456,95.49945600000001,65.799456,78.819456,98.099456,95.85945600000001,107.11946,110.37946000000001,92.759456,148.27946,77.039456,82.379456,69.879456,80.759456,84.07945600000001,63.919456000000004,110.25946,90.83945600000001,81.71945600000001,117.53946,87.119456,90.49945600000001,80.05945600000001,85.07945600000001,88.57945600000001,68.32472800000001,74.35945600000001,119.97946,116.87946000000001,72.124728,89.57472800000001,95.379456,91.099456,63.459456,77.819456,69.204728,80.539456
171,58,0,107.42386,79.843855,90.24385500000001,76.516927,95.363855,79.841285,95.983855,66.203855,79.223855,98.68385500000001,96.343855,107.84386,110.94386000000002,93.221285,149.20386000000002,77.418464,82.838464,70.294618,81.14477099999999,84.52385500000001,64.263855,111.00386,91.38385500000001,82.106927,118.18385,87.60385500000001,90.901285,80.52385500000001,85.563855,88.983855,68.643855,74.758464,120.82385,117.76386000000001,72.474618,90.026927,95.983855,91.483855,63.76385500000001,78.223855,69.60385500000001,80.90385500000001
172,58,1,108.04612,80.246122,90.726122,76.929354,95.906122,80.266122,96.48224499999999,66.586122,79.626122,99.226122,96.766122,108.66611999999999,111.52611999999999,93.746122,150.20612,77.886122,83.326122,70.726122,81.586122,84.886122,64.549224,111.92612,91.92612199999999,82.608707,118.74611999999999,88.066122,91.386122,80.946122,86.106122,89.446122,69.106122,75.188707,121.60611999999999,118.52611999999999,72.886122,90.566122,96.526122,91.906122,64.178061,78.606122,70.018061,81.28612199999999
173,58,2,108.71778,80.617778,91.177778,77.317778,96.677778,80.757778,97.117778,67.037778,79.997778,99.997778,97.317778,109.43778,112.19778000000001,94.397778,151.19778,78.337778,83.93777800000001,71.177778,82.037778,85.377778,64.917778,112.55778000000001,92.517778,83.057778,119.39778000000001,88.637778,91.897778,81.537778,86.597778,89.93777800000001,69.517778,75.643889,122.37778,119.27778,73.317778,91.037778,97.177778,92.337778,64.497778,79.117778,70.417778,81.757778
174,59,0,109.3312,81.071202,91.691202,77.67120200000001,97.451202,81.2203,97.731202,67.53120200000001,80.451202,100.5712,97.891202,110.2912,112.8512,95.051202,152.3112,78.81120200000001,84.491202,71.691202,82.53120200000001,85.831202,65.291202,113.3312,93.17120200000001,83.511202,120.1712,89.17120200000001,92.53120200000001,82.051202,87.111202,90.4003,69.91824,76.111202,123.2312,120.0912,73.69824,91.53120200000001,97.871202,92.771202,64.890401,79.491202,70.730401,82.211202
175,59,1,109.98336,81.486678,92.22335600000001,78.203356,98.170068,81.72335600000001,98.30335600000001,67.94335600000001,80.86667800000001,101.12335999999999,98.44335600000001,111.12336,113.48336,95.94335600000001,153.28336000000002,79.22335600000001,85.023356,72.08335600000001,83.063356,86.22335600000001,65.603356,114.16336000000001,93.72335600000001,84.00335600000001,120.88336000000001,89.58335600000001,93.123356,82.523356,87.64335600000001,90.903356,70.343356,76.52667,124.30336000000001,120.89007,74.103356,92.063356,98.50335600000001,93.28335600000001,65.263356,79.903356,71.183356,82.543356
176,59,2,110.7258,82.08580500000001,92.805805,78.765805,99.14580500000001,82.405805,99.045805,68.56580500000001,81.485805,102.12581,99.325805,111.9458,114.26581000000002,96.94580500000001,154.34581,79.805805,85.745805,72.665805,83.665805,86.78580500000001,66.00580500000001,115.28581000000001,94.58580500000001,84.58580500000001,121.82581,90.08580500000001,93.805805,83.22580500000001,88.22580500000001,91.545805,70.78580500000001,77.08580500000001,125.20581000000001,121.92581000000001,74.685805,92.825805,99.36580500000001,93.965805,65.665805,80.525805,71.685805,83.125805
177,60,0,111.50898000000001,82.78898000000001,93.64898000000001,79.50898000000001,100.36898000000001,83.08898,100.14898000000001,69.08898,82.16898,103.15878000000001,100.40898,112.94898,115.28898000000001,98.847959,155.56898,80.38898,86.32898,73.28898000000001,84.54898,87.40898,66.50898000000001,116.60898,95.50898000000001,85.20898000000001,123.04898,90.68898,94.68898,84.18898,88.84898000000001,92.44898,71.26898,77.70898000000001,126.42898000000001,122.96898,75.36898000000001,93.68898,100.20898000000001,94.82898,66.20898000000001,81.14898000000001,72.24898,83.74898
178,60,1,112.80694,83.606939,94.40693900000001,80.646939,101.92694,83.886939,101.80694,69.966939,82.986939,104.78694,101.86694,114.10694,116.92693999999999,100.90694,157.54693999999998,81.366939,87.306939,73.886939,85.846939,88.466939,67.046939,118.90693999999999,96.506939,86.606939,125.58693999999998,91.326939,95.986939,85.306939,89.746939,93.606939,71.966939,78.76693900000001,127.92693999999999,124.38694,76.386939,94.946939,101.20694,95.826939,67.026939,82.026939,73.086939,84.526939
179,60,2,114.1883,84.768299,95.568299,81.628299,102.9283,84.988299,102.9683,71.128299,84.148299,106.2083,103.6483,115.6283,118.0883,102.0683,160.3883,82.418328,88.528299,75.048299,87.008299,89.628299,67.72829899999999,120.1483,97.708299,87.668299,127.0883,92.488299,97.448299,86.468299,90.908299,94.828299,72.408299,79.708299,129.1483,125.5483,77.42943299999999,96.57809499999999,102.6883,97.008299,68.068299,83.188299,74.248299,85.548299
