,measure_number,beat_number,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
160,54,1,61.63959200000001,67.41959200000001,63.379592,61.13959200000001,61.279592,61.779592,59.599592,59.279592,60.979592000000004,66.399592,62.298776000000004,66.307551,62.259592000000005,69.719592,59.019592,62.259592000000005,66.039592,68.159592,65.41959200000001,83.05959200000001,65.179592,56.959592,59.579592000000005,71.359592,61.31959200000001,60.239592,69.398776,65.179592,62.749184,69.099592,66.019592,68.359592,72.13959200000001,55.119592000000004,70.819592,57.359592000000006,68.879592,73.27959200000001,63.13959200000001,68.33959200000001,64.219592,66.099592
161,54,2,61.991451,67.831451,63.731451,61.491451,61.791451,62.131451,59.871451,59.631451,61.451451,66.891451,62.731451,66.711451,62.611451,70.091451,59.511451,62.545363,66.431451,68.611451,65.771451,83.651451,65.491451,57.27715,59.931451,71.971451,61.671451,60.611451,69.831451,65.531451,63.171451,69.451451,66.37145100000001,68.711451,72.491451,55.471451,71.171451,57.711451000000004,69.251451,73.731451,63.491451,68.691451,64.571451,66.631451
162,55,0,62.243673,68.083673,63.983672999999996,61.743673,62.103673,62.383672999999995,60.123673,59.883672999999995,61.803672999999996,67.14367299999999,63.003673,66.963673,62.943673,70.343673,59.763673,62.783673,66.683673,68.86367299999999,66.023673,83.923673,65.743673,57.478418000000005,60.163672999999996,72.223673,61.923673,60.863673,70.123673,65.783673,63.423673,69.843673,66.623673,69.043673,72.737347,55.683673,71.423673,57.863673,69.603673,73.983673,63.723673,68.943673,64.823673,66.903673
163,55,1,62.521224,68.432449,64.261224,62.041224,62.501224,62.661224,60.401224,60.181224,62.152449,67.401224,63.401224,67.301224,63.241224,70.701224,60.161224,63.061223999999996,66.981224,69.261224,66.332449,84.301224,66.021224,57.701223999999996,60.481224,72.592449,62.261224,61.221224,70.492449,66.072449,63.721224,70.241224,66.941224,69.381224,73.101224,55.961224,71.701224,58.121224,69.952449,74.341224,64.001224,69.281224,65.101224,67.321224
164,55,2,62.820204000000004,68.780204,64.555102,62.355102,62.915102000000005,62.955102000000004,60.695102,60.515102,62.480204,67.695102,63.740204000000006,67.600204,63.515102,71.020204,60.455102000000004,63.355102,67.295102,69.61510200000001,66.650408,84.655102,66.315102,57.955102000000004,60.795102,72.920204,62.555102000000005,61.535102,70.820204,66.36020400000001,64.040204,70.555102,67.245306,69.70530600000001,73.450408,56.255102,71.995102,58.415102000000005,70.30020400000001,74.635102,64.435102,69.595102,65.425306,67.66020400000001
165,56,0,63.232653000000006,69.072653,64.83265300000001,62.632653000000005,63.212653,63.232653000000006,60.952653000000005,60.792653,62.792653,67.992653,64.072653,67.97265300000001,63.812653000000005,71.312653,60.772653000000005,63.632653000000005,67.592653,69.932653,66.992653,84.97265300000001,66.61265300000001,58.192653,61.072653,73.272653,62.832653,61.812653000000005,71.212653,66.652653,64.33265300000001,70.932653,67.552653,70.072653,73.872653,56.552653,72.292653,58.661327,70.61265300000001,74.921327,64.712653,69.932653,65.732653,68.072653
166,56,1,63.64898,69.48898,65.24898,63.00898000000001,63.64898,63.64898,61.308980000000005,61.168980000000005,63.208980000000004,68.40898,64.56898000000001,68.36898000000001,64.22898,71.70898000000001,61.168980000000005,64.04898,68.00898000000001,70.34898000000001,67.46898,85.42898000000001,66.97949,58.54898000000001,61.488980000000005,73.66898,63.18898000000001,62.22898000000001,71.66898,67.06898000000001,64.74898,71.36898000000001,67.96898,70.46898,74.506939,56.888980000000004,72.70898000000001,59.06898,71.02898,75.32898,65.12898,70.32898,66.08898,68.60898
167,56,2,64.029615,69.929615,65.58961500000001,63.349615,64.049615,63.989615,61.649615000000004,61.549615,63.749615000000006,68.749615,64.929615,68.729615,64.58961500000001,72.08961500000001,61.549615,64.389615,68.469615,70.829615,67.849615,85.889615,67.28320500000001,58.909615,61.869615,74.249615,63.609615000000005,62.949615,72.16961500000001,67.409615,65.209615,71.709615,68.30961500000001,70.889615,75.189615,57.229615,73.009872,59.389615,71.529615,75.66961500000001,65.48922900000001,70.709615,66.429615,69.269615
168,57,0,64.337551,70.277551,65.877551,63.637551,64.517551,64.317551,61.897551,61.837551,64.097551,69.257551,65.377551,69.017551,64.877551,72.457551,61.837551,64.717551,68.777551,71.177551,68.137551,86.377551,67.597551,59.237551,62.157551,74.697551,63.977551,63.377551000000004,72.477551,67.697551,65.517551,72.312653,68.597551,71.237551,75.797551,57.525102000000004,73.297551,59.657551,71.877551,76.03755100000001,65.777551,70.997551,66.717551,69.697551
169,57,1,64.740408,70.820408,66.22040799999999,64.060408,65.000408,64.700408,62.225204000000005,62.220408,64.780408,69.780408,65.980408,69.620408,65.260408,72.880408,62.280407999999994,65.180408,69.240408,71.620408,68.52040799999999,86.900408,67.94040799999999,59.600407999999995,62.520407999999996,75.16040799999999,64.380408,63.840408,72.880408,68.100408,66.120408,72.85081600000001,69.040408,71.620408,76.470816,57.980408,73.715204,60.040408,72.320408,76.58040799999999,66.16040799999999,71.500408,67.060408,70.36040799999999
170,57,2,65.240023,71.240023,66.580023,64.500023,65.400023,65.100023,62.580023,62.620022999999996,65.240023,70.380023,66.400023,70.120023,65.720023,73.340023,62.760023,65.780023,69.600023,71.980023,68.900023,87.620023,68.300023,59.920023,62.960023,75.68002299999999,64.760023,64.280023,73.280023,68.46002299999999,66.480023,73.32002299999999,69.420023,72.080023,76.900023,58.360023,74.060023,60.400023,72.800023,76.980023,66.540023,71.860023,67.480023,71.080023
171,58,0,65.500816,71.640816,66.840816,64.760816,65.900816,65.360816,62.840816000000004,62.880816,65.500816,70.660816,66.82081600000001,70.38081600000001,65.980816,73.620816,63.020816,66.10081600000001,69.980816,72.440816,69.200816,87.911633,68.560816,60.120816000000005,63.220816000000006,76.10081600000001,65.040816,64.655408,73.640816,68.720816,66.840816,73.640816,69.68081600000001,72.340816,77.38081600000001,58.680816,74.360816,60.680816,73.10081600000001,77.280816,66.800816,72.18081600000001,67.74081600000001,71.38081600000001
172,58,1,65.907347,72.047347,67.16734699999999,65.087347,66.307347,65.687347,63.108672999999996,63.227346999999995,65.867347,71.367347,67.327347,70.767347,66.327347,73.987347,63.447347,66.447347,70.347347,72.864694,69.52734699999999,88.367347,68.907347,60.407346999999994,63.607347,76.627347,65.38734699999999,64.964694,74.067347,69.047347,67.307347,74.127347,70.02734699999999,72.727347,77.864694,59.007346999999996,74.687347,61.007346999999996,73.444694,77.707347,67.147347,72.627347,68.087347,72.067347
173,58,2,66.25918399999999,72.379184,67.519184,65.439184,66.699184,65.999184,63.379183999999995,63.579184,66.228367,71.719184,67.699184,71.159184,66.67918399999999,74.314592,63.819184,66.719184,70.699184,73.239184,69.879184,89.059184,69.25918399999999,60.659099,63.95918399999999,76.979184,65.739184,65.31918399999999,74.419184,69.39918399999999,67.659184,74.499184,70.379184,73.11918399999999,78.299184,59.287836999999996,75.059184,61.359184,73.859184,78.079184,67.499184,72.979184,68.419184,72.559184
174,59,0,66.608571,72.679286,67.828571,65.729286,67.128571,66.27619,63.648571,63.888571,66.688571,72.048571,68.06857099999999,71.50857099999999,66.948571,74.608571,64.128571,67.00857099999999,70.999286,73.548571,70.188571,89.42857099999999,69.408571,60.83619,64.268571,77.468571,65.93464300000001,65.628571,74.748571,69.64857099999999,67.988571,74.908571,70.688571,73.468571,78.608571,59.588570999999995,75.368571,61.48857099999999,74.168571,78.369286,67.768571,73.248571,68.628571,72.92857099999999
175,59,1,66.96244899999999,72.922449,68.122449,66.022449,67.562449,66.542449,63.882449,64.182449,67.042449,72.382449,68.362449,71.802449,67.242449,74.922449,64.502449,67.282449,71.282449,73.922449,70.502449,89.882449,69.722449,61.102449,64.482449,77.96244899999999,66.202449,65.982449,75.122449,69.942449,68.342449,75.342449,71.022449,73.822449,79.062449,59.882449,75.642449,61.782449,74.522449,78.722449,68.062449,73.642449,68.96244899999999,73.402449
176,59,2,67.32449,73.32449,68.42449,66.34449000000001,67.92449,66.86449,64.22449,64.48449000000001,67.40449,72.66449,68.76449000000001,72.20449,67.62449000000001,75.26449000000001,64.84449000000001,67.60449,71.76449000000001,74.28449,70.80449,90.34449000000001,70.04449,61.40449,64.80449,78.34449000000001,66.52449,66.30449,75.48449000000001,70.24449,68.64449,75.78449,71.36449,74.20449,79.51898,60.20449,75.94449,62.08449,74.92449,79.08449,68.36449,74.00449,69.30449,73.80449
177,60,0,67.602041,73.662041,68.70204100000001,66.642041,68.242041,67.162041,64.48204100000001,64.84204100000001,67.722041,72.942041,69.114082,72.502041,67.902041,75.582041,65.20204100000001,67.92204100000001,72.082041,74.602041,71.162041,90.602041,70.322041,61.642041000000006,65.12204100000001,78.662041,66.822041,66.582041,75.882041,70.542041,68.962041,76.082041,71.662041,74.522041,79.962041,60.482041,76.222041,62.382041,75.222041,79.402041,68.662041,74.322041,69.56602,74.182041
178,60,1,68.017551,74.057551,69.077551,66.977551,68.697551,67.53755100000001,64.857551,65.157551,68.217551,73.337551,69.617551,72.857551,68.297551,75.997551,65.577551,68.297551,72.517551,75.057551,71.53755100000001,91.057551,70.657551,61.997551,65.497551,79.097551,67.197551,66.937551,76.317551,70.877551,69.397551,76.565102,72.057551,74.957551,80.737551,60.797551,76.577551,62.677551,75.637551,79.797551,69.03755100000001,74.797551,69.897551,74.817551
179,60,2,68.487755,74.367755,69.387755,67.287755,69.007755,68.007755,65.167755,65.46775500000001,68.527755,73.807755,70.12775500000001,73.18775500000001,68.727755,76.367755,65.887755,68.60775500000001,72.927755,75.367755,71.847755,91.527755,70.927755,62.30775500000001,65.807755,79.68775500000001,67.507755,67.427755,76.647755,71.18775500000001,69.707755,77.04775500000001,72.367755,75.32775500000001,81.487755,61.087755,76.947755,62.967755000000004,75.947755,80.12775500000001,69.387755,75.087755,70.188878,75.32775500000001
180,61,0,68.914286,74.83428599999999,69.714286,67.61428599999999,69.554286,68.414286,65.494286,65.754286,69.154286,74.234286,70.454286,73.534286,69.074286,76.854286,66.33428599999999,68.914286,73.454286,75.774286,72.174286,91.934286,71.254286,62.638571,66.054286,80.094286,68.034286,67.854286,77.374286,71.454286,70.094286,77.47428599999999,72.794286,75.794286,82.034286,61.414286,77.274286,63.294286,76.494286,80.47428599999999,69.734286,75.414286,70.514286,75.734286
181,61,1,69.35142900000001,75.43142900000001,70.171429,68.051429,70.031429,68.891429,65.871429,66.191429,69.811429,74.811429,70.99142900000001,74.07142900000001,69.531429,77.35142900000001,66.831429,69.371429,73.911429,76.251429,72.731429,92.451429,71.671429,63.131429000000004,66.471429,80.631429,68.511429,68.511429,77.85142900000001,71.891429,70.771429,78.031429,73.251429,76.251429,82.671429,61.951429000000005,77.751429,63.671429,77.111429,80.951429,70.171429,75.951429,70.960714,76.471429
182,61,2,69.694286,75.774286,70.514286,68.394286,70.514286,69.234286,66.214286,66.534286,70.154286,75.194286,71.33428599999999,74.514286,69.874286,77.694286,67.174286,69.714286,74.254286,76.594286,73.074286,93.094286,72.014286,63.474286,66.814286,80.97428599999999,68.854286,69.094286,78.274286,72.234286,71.11428599999999,78.594286,73.594286,76.674286,83.014286,62.454285999999996,78.134286,64.014286,77.47428599999999,81.294286,70.494286,76.274286,71.294286,77.014286
183,62,0,70.03997700000001,76.059977,70.859977,68.719977,70.899977,69.599977,66.559977,66.859977,70.579977,75.999977,71.939977,74.879977,70.199977,78.099977,67.579977,70.052494,74.619977,76.999977,73.399977,93.499977,72.279977,63.679977,67.139977,81.499977,69.199977,69.459977,78.619977,72.599977,71.459977,78.939977,73.919977,77.019977,83.579977,62.819977,78.479977,64.359977,77.919977,81.67997700000001,70.759977,76.619977,71.58498900000001,77.479977
184,62,1,70.420816,76.440816,71.24081600000001,69.080816,71.300816,70.000816,66.860816,67.24081600000001,70.96081600000001,76.480816,72.440816,75.24081600000001,70.560816,78.480816,67.920816,70.38081600000001,74.980816,77.440816,73.760816,93.920816,72.60081600000001,64.120816,67.560816,82.000816,69.560816,69.840816,79.020816,72.96081600000001,71.940816,79.38081600000001,74.300816,77.420816,84.060816,63.220816000000006,78.840816,64.620816,78.280816,82.040816,71.140816,77.000816,71.940816,78.18081600000001
185,62,2,70.784739,76.720677,71.584739,69.424739,71.644739,70.23934200000001,67.204739,67.572948,71.304739,76.844739,72.70894799999999,75.442895,70.904739,78.82473900000001,68.200677,70.724739,75.260677,77.716948,73.989248,94.364739,72.893649,64.339624,67.904739,82.344739,69.83245699999999,70.18473900000001,79.364739,73.304739,72.284739,79.724739,74.564739,77.74736999999999,84.404739,63.564739,79.18473900000001,64.876316,78.624739,82.384739,71.484739,77.344739,72.173649,78.524739
186,63,0,71.134694,77.01469399999999,71.934694,69.554694,71.974694,70.452347,67.31469399999999,67.714694,71.53469399999999,77.194694,73.054694,75.714694,71.054694,79.114694,68.494694,70.87469399999999,75.554694,78.01469399999999,74.334694,94.774694,73.01469399999999,64.54234699999999,68.06705799999999,82.65469399999999,70.09469399999999,70.53469399999999,79.634694,73.51469399999999,72.474694,80.074694,74.834694,78.074694,84.628087,63.69469399999999,79.342347,64.99893900000001,78.832347,82.51469399999999,71.574694,77.554694,72.29469399999999,78.87469399999999
187,63,1,71.689796,77.509796,72.489796,69.989796,72.569796,70.929796,67.80979599999999,68.149796,72.049796,77.769796,73.649796,76.209796,71.609796,79.609796,69.069796,71.409796,76.08979599999999,78.569796,74.80979599999999,95.709796,73.52979599999999,64.969796,68.429796,83.38979599999999,70.609796,71.209796,80.209796,74.009796,72.989796,80.709796,75.369796,78.689796,85.289592,64.189796,79.869796,65.409796,79.369796,83.009796,72.08979599999999,78.109796,72.769796,79.489796
188,63,2,72.016327,77.876327,72.816327,70.316327,73.096327,71.256327,68.116327,68.476327,72.396327,78.056327,74.056327,76.57530600000001,71.936327,79.976327,69.476327,71.736327,76.616327,78.94898,75.13632700000001,96.195306,73.85632700000001,65.256327,68.756327,83.736327,70.976327,71.56898000000001,80.656327,74.336327,73.336327,81.13632700000001,75.736327,79.156327,85.976327,64.516327,80.176327,65.656327,79.716327,83.336327,72.436327,78.49632700000001,73.076327,80.016327
189,64,0,72.334694,78.214694,73.134694,70.59469399999999,73.414694,71.574694,68.434694,68.754694,72.694694,78.31469399999999,74.37469399999999,76.89823100000001,72.23469399999999,80.31469399999999,69.79469399999999,71.994694,77.03469399999999,79.29469399999999,75.45469399999999,96.65469399999999,74.15469399999999,65.574694,69.03469399999999,84.114694,71.31469399999999,71.914694,80.974694,74.65469399999999,73.65469399999999,81.45469399999999,76.054694,79.474694,86.344082,64.79234699999999,80.494694,65.974694,80.03469399999999,83.634694,72.714694,78.81469399999999,73.37469399999999,80.348776
190,64,1,72.75551,78.65550999999999,73.57551,70.99551,73.98102,71.97551,68.83551,69.14102,73.09551,78.71551,74.91551,77.25551,72.67551,80.75551,70.21551,72.41551,77.39551,79.73550999999999,75.89551,97.22102,74.51550999999999,65.91551,69.432041,84.60101999999999,71.73550999999999,72.45204100000001,81.39551,75.11551,74.09551,81.932041,76.49551,79.87550999999999,87.32101999999999,65.21551,80.87550999999999,66.27551,80.43551,84.00102,73.11551,79.27551,73.79551,81.046531
191,64,2,73.173991,79.13399100000001,73.973991,71.39018100000001,74.393991,72.330998,69.233991,69.4172,73.453991,79.113991,75.313991,77.539332,73.093991,81.113991,70.59133,72.793991,77.893991,79.98490799999999,76.122266,97.63399100000001,74.891142,66.180285,69.873991,85.011995,72.072666,73.153991,81.791995,75.478798,74.379538,82.373991,76.893991,80.13133,88.35399100000001,65.613991,81.064933,66.483599,80.833991,84.392999,73.513991,79.673991,74.193991,81.473991
192,65,0,73.89591800000001,79.795918,74.59591800000001,71.59591800000001,75.015918,72.89591800000001,69.635918,69.75591800000001,74.075918,79.715918,76.015918,78.075918,73.715918,81.735918,71.015918,73.195918,78.515918,80.47591800000001,76.61591800000001,98.375918,75.11591800000001,66.575918,70.03591800000001,85.612959,72.555918,73.835918,82.415918,76.03591800000001,74.881837,82.995918,77.45591800000001,80.655918,88.995918,65.875918,81.61591800000001,66.795918,81.47591800000001,84.75591800000001,73.95591800000001,80.31591800000001,74.555918,82.055918
193,65,1,74.268571,80.228571,75.028571,72.028571,75.50857099999999,73.388571,70.128571,70.188571,74.50857099999999,80.388571,76.528571,78.468571,74.28857099999999,82.168571,71.448571,73.628571,78.96714300000001,80.888571,77.168571,98.808571,75.548571,66.988571,70.448571,86.028571,73.06857099999999,74.268571,82.84857099999999,76.488571,75.487143,83.50857099999999,77.888571,81.168571,89.748571,66.628571,82.088571,67.228571,81.908571,85.188571,74.388571,80.588571,74.988571,82.808571
194,65,2,74.66040799999999,80.700408,75.420408,72.420408,75.900408,73.880408,70.52040799999999,70.58040799999999,74.900408,80.960408,77.100408,79.02040799999999,74.680408,82.560408,71.840408,74.02040799999999,79.460408,81.280408,77.560408,99.22040799999999,75.94040799999999,67.380408,70.58040799999999,86.52040799999999,73.460408,74.72040799999999,83.30040799999999,76.880408,75.880408,83.900408,78.320408,81.560408,90.280408,67.22040799999999,82.420408,67.558801,82.30040799999999,85.58040799999999,74.780408,80.938401,75.074201,83.30040799999999
195,66,0,74.95752399999999,81.153286,75.94285699999999,72.64285699999999,76.402857,74.402857,71.042857,70.80285699999999,75.402857,81.50285699999999,77.962857,79.522857,75.172143,83.08285699999999,72.262857,74.356071,79.982857,81.641286,77.862078,99.842857,76.102857,67.72285699999999,71.102857,87.042857,73.922857,75.22285699999999,83.702857,77.58285699999999,76.22642900000001,84.422857,78.72285699999999,82.00285699999999,90.80285699999999,67.842857,82.94285699999999,67.702857,82.822857,85.902857,75.156571,81.242857,75.402857,83.822857
196,66,1,75.294286,81.574286,76.514286,72.948254,76.994286,74.894286,71.514286,71.146857,75.951429,82.254286,78.83428599999999,79.874286,75.654286,83.634286,72.642143,74.61428599999999,80.554286,82.014286,78.354286,100.53429,76.494286,68.282143,71.494286,87.794286,74.33428599999999,75.874286,84.194286,78.154286,76.734286,84.894286,79.174286,82.494286,91.734286,68.714286,83.674286,68.028791,83.454286,86.346071,75.674286,81.74685699999999,75.994286,84.574286
197,66,2,75.809388,82.129388,77.069388,73.229388,77.709388,75.449388,72.109388,71.489388,76.469388,82.649388,79.629388,80.429388,76.149388,84.389388,73.069388,74.989388,81.089388,82.389388,78.789388,101.08939000000001,76.887939,68.719847,71.743308,88.329388,74.889388,76.509388,84.809388,78.989388,77.181878,85.349388,79.729388,82.889932,92.349388,69.769388,84.289388,68.268788,84.069388,86.809388,76.05848399999999,82.215627,76.349388,85.089388
198,67,0,76.24408199999999,82.924082,77.804082,73.704082,78.59224499999999,76.186327,72.88632700000001,71.82408199999999,77.260408,83.484082,80.444082,81.584082,76.764082,85.084082,73.564082,75.344082,81.764082,82.90408199999999,79.40408199999999,102.57816,77.424082,69.41449,72.124082,88.764082,75.46408199999999,77.264082,85.564082,79.844082,77.784082,86.112245,80.358163,83.52408199999999,93.10408199999999,70.424082,85.924082,68.644082,84.924082,87.444082,76.52408199999999,82.564082,77.164082,85.82408199999999
199,67,1,76.581224,83.36122399999999,78.261224,73.941224,79.121224,76.661224,73.36122399999999,72.081224,77.801224,84.121224,81.021224,81.844245,77.181224,85.541224,73.901224,75.681224,82.22122399999999,83.22122399999999,79.841224,103.08122,77.841224,69.901224,72.401224,89.22122399999999,75.921224,77.801224,86.181224,80.641224,78.261224,86.601224,80.821224,83.841224,93.601224,70.801224,86.381224,68.847806,85.481224,87.841224,76.981224,82.901224,77.561224,86.301224
200,67,2,76.90775500000001,83.667755,78.587755,74.227755,79.507755,76.96775500000001,73.62775500000001,72.367755,78.12775500000001,84.60551,81.387755,82.147755,77.54775500000001,85.90775500000001,74.227755,76.007755,82.587755,83.54775500000001,80.167755,103.58776,78.147755,70.227755,72.667755,89.58551,76.287755,78.12775500000001,86.667755,81.087755,78.587755,86.927755,81.167755,84.167755,93.927755,71.087755,86.667755,69.10775500000001,85.787755,88.12775500000001,77.32551,83.26775500000001,77.867755,86.807755
201,68,0,77.209796,83.989592,78.88979599999999,74.509796,79.928776,77.269796,73.929796,72.66979599999999,78.429796,84.989388,81.709796,82.429796,77.829796,86.229796,74.52979599999999,76.30979599999999,82.88979599999999,83.869796,80.409796,103.98939,78.469796,70.52979599999999,72.969796,89.88979599999999,76.669184,78.369796,87.08979599999999,81.38979599999999,78.88979599999999,87.24979599999999,81.469796,84.469796,94.289796,71.329796,86.969796,69.38979599999999,86.109796,88.429796,77.649592,83.569796,78.16979599999999,87.249184
202,68,1,77.50367299999999,84.323673,79.183673,74.823673,80.303673,77.683673,74.283673,72.963673,78.803673,85.597347,82.063673,82.737347,78.20469399999999,86.64367299999999,74.883673,76.663673,83.203673,84.303673,80.703673,104.50367,78.86367299999999,70.86367299999999,73.263673,90.27102,77.123673,78.64367299999999,87.543673,81.743673,79.243673,87.663673,81.883673,84.77734699999999,94.737347,71.572334,87.323673,69.683673,86.583673,88.757347,77.983673,83.923673,78.543673,87.86367299999999
203,68,2,77.837551,84.657551,79.477551,75.117551,80.637551,78.017551,74.597551,73.277551,79.197551,86.017551,82.397551,83.03755100000001,78.517551,87.085102,75.197551,77.03755100000001,83.497551,84.637551,81.03755100000001,104.79755,79.257551,71.277551,73.577551,90.617551,77.532653,78.917551,88.105102,82.057551,79.577551,88.077551,82.357551,85.077551,95.177551,71.585111,87.657551,69.97151,86.877551,89.077551,78.337551,84.237551,78.897551,88.517551
204,69,0,78.109337,84.862449,79.967347,75.327347,81.16734699999999,78.427347,74.947347,73.547347,79.477735,86.428673,82.707347,83.289759,78.735782,87.567347,75.615782,77.427347,83.927347,84.928673,81.52734699999999,105.12735,79.74734699999999,71.687347,73.847347,90.927347,78.02734699999999,79.207347,88.587347,82.325469,79.807347,88.407347,82.88734699999999,85.507347,95.66734699999999,71.807347,88.067347,70.24734699999999,87.147347,89.38734699999999,78.647347,84.52734699999999,79.367347,89.187347
205,69,1,78.585714,85.465714,80.685714,75.785714,81.905714,79.105714,75.625714,73.925714,80.02571400000001,87.105714,83.065714,83.745714,79.16571400000001,88.325714,76.245714,78.205714,84.625714,85.405714,82.345714,105.86571,80.405714,72.225714,74.205714,91.365714,78.725714,79.645714,89.305714,82.945714,80.365714,89.065714,83.465714,86.125714,96.265714,72.52571400000001,88.945714,70.585714,87.745714,89.925714,79.145714,85.02571400000001,80.085714,89.88571400000001
206,69,2,78.871429,85.771429,80.971429,76.051429,82.191429,79.391429,75.911429,74.191429,80.29142900000001,87.391429,83.35142900000001,84.020714,79.451429,88.771429,76.531429,78.591429,84.90071400000001,85.731429,82.811429,106.29143,80.71142900000001,72.511429,74.49142900000001,91.65142900000001,79.07142900000001,79.891429,89.771429,83.251429,80.93142900000001,89.35142900000001,83.771429,86.511429,96.551429,72.811429,89.271429,70.831429,88.091429,90.231429,79.411429,85.331429,80.371429,90.271429
207,70,0,79.165306,86.005306,81.26530600000001,76.34530600000001,82.48530600000001,79.68530600000001,76.165306,74.48530600000001,80.585306,87.647653,83.645306,84.305306,79.725306,89.085306,76.84530600000001,78.885306,85.18530600000001,86.04530600000001,83.12530600000001,106.62531000000001,81.065306,72.785306,74.76530600000001,91.945306,79.365306,80.145306,90.12530600000001,83.525306,81.225306,89.645306,84.065306,86.805306,96.84530600000001,73.025306,89.565306,71.105306,88.385306,90.525306,79.70530600000001,85.645306,80.68530600000001,90.62530600000001
208,70,1,79.477959,86.317959,81.697959,76.65795899999999,82.757959,80.01795899999999,76.497959,74.817959,80.93795899999999,87.977959,83.957959,84.57795899999999,80.01795899999999,89.477959,77.117959,79.277959,85.617959,86.417959,83.477959,107.02592,81.417959,73.057959,75.117959,92.325986,79.777959,80.417959,90.537959,83.817959,81.557959,90.057959,84.43795899999999,87.237959,97.217959,73.337959,89.997959,71.37795899999999,88.777959,90.857959,80.057959,86.085918,81.02398000000001,91.037959
209,70,2,79.910612,86.730612,82.130612,77.050612,83.150612,80.430612,76.910612,75.190612,81.370612,88.45061199999999,84.370612,85.010612,80.45061199999999,89.95061199999999,77.670612,79.750612,86.110612,86.830612,83.810612,107.63061,81.930612,73.45061199999999,75.490612,92.730612,80.190612,80.850612,90.970612,84.190612,82.030612,90.530612,84.870612,87.690612,97.650612,73.590612,90.511224,71.790612,89.250612,91.290612,80.47030600000001,86.530612,81.42030600000001,91.570612
210,71,0,80.551429,87.07142900000001,82.57142900000001,77.457143,83.471429,80.79142900000001,77.35142900000001,75.600714,81.731429,88.99142900000001,84.691429,85.451429,80.751429,90.49142900000001,78.091429,80.21142900000001,86.551429,87.21142900000001,84.200714,108.09143,82.43142900000001,73.831429,75.911429,93.15142900000001,80.631429,81.29142900000001,91.411429,84.531429,82.43142900000001,91.051429,85.331429,88.191429,98.21142900000001,73.911429,91.131429,72.091429,89.71142900000001,91.731429,80.871429,87.011429,81.85142900000001,91.99142900000001
211,71,1,80.850204,87.47020400000001,83.11020400000001,77.770051,83.810204,81.150102,77.600102,75.916701,82.070051,89.350204,85.030204,85.850204,81.05020400000001,91.030204,78.490204,80.638041,87.030204,87.620102,84.570204,108.6902,82.91020400000001,74.145051,76.350204,93.570204,81.170204,81.69020400000001,91.870204,84.883401,82.91020400000001,91.510204,85.890204,88.730204,98.670204,74.270204,91.590204,72.450204,90.130204,92.070204,81.130204,87.47020400000001,82.310204,92.420102
212,71,2,81.287347,87.827347,83.567347,78.147347,84.187347,81.367347,78.007347,76.287347,82.38734699999999,89.687347,85.289668,86.16734699999999,81.507347,91.507347,78.867347,81.047347,87.487347,87.987347,85.02734699999999,109.22735,83.407347,74.547347,76.607347,93.927347,81.547347,82.127347,92.367347,85.307347,83.287347,91.88734699999999,86.367347,89.187347,99.147347,74.467347,92.087347,72.867347,90.567347,92.447347,81.519337,87.927347,82.74734699999999,92.807347
213,72,0,81.59836700000001,88.17836700000001,83.918367,78.498367,84.53836700000001,81.67836700000001,78.23836700000001,76.638367,82.73836700000001,90.03836700000001,85.618367,86.498367,81.81836700000001,91.918367,79.158367,81.39836700000001,87.918367,88.338367,85.378367,109.61837,83.758367,74.89836700000001,76.938367,94.278367,81.89836700000001,82.478367,92.81836700000001,85.59836700000001,83.618367,92.198367,86.718367,89.53836700000001,99.498367,74.758367,92.478367,73.09836700000001,90.878367,92.798367,81.81836700000001,88.478367,83.09836700000001,93.158367
214,72,1,81.796735,88.453367,84.236735,78.796735,84.843367,81.996735,78.556735,76.956735,83.076735,90.336735,85.936735,86.816735,82.136735,92.356735,79.47673499999999,81.716735,88.336735,88.656735,85.676735,110.01673999999998,84.076735,75.156735,77.25673499999999,94.61673499999999,82.236735,82.776735,93.176735,85.876735,83.956735,92.536735,87.056735,89.89673499999999,99.936735,74.963367,92.876735,73.376735,91.196735,93.11673499999999,82.156735,88.816735,83.393367,93.576735
215,72,2,82.278367,88.77418399999999,84.718367,79.198367,85.17836700000001,82.358367,78.918367,77.344184,83.45836700000001,90.778367,86.31836700000001,87.148707,82.478367,92.758367,79.89836700000001,82.158367,88.778367,89.058367,86.058367,110.49837,84.498367,75.478367,77.638367,95.044184,82.618367,83.218367,93.658367,86.218367,84.438367,92.95836700000001,87.498367,90.298367,100.37836999999999,75.258367,93.358367,73.73836700000001,91.638367,93.45836700000001,82.53836700000001,89.27418399999999,83.758367,94.058367
